0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
[욕설],유리전이온도,박제요~,[1],,,,,,,,,,,,,,,,,,,,
[욕설],방앗간,넌,내가,고소때린다.,[5],사진,,,,,,,,,,,,,,,,,
[욕설],크리스마스라,그런가,무서운분들,많음,사진,,,,,,,,,,,,,,,,,,
[욕설],오늘도,롤은,재밌구만,ㅋㅋㅋ,[3],사진,,,,,,,,,,,,,,,,,
[욕설],'히트스캔',대리유저,박제요~,,,,,,,,,,,,,,,,,,,,
[욕설],e,캠퍼스,<<,1600판실버,현지인님,1:1,털어준다면서요,ㅋㅋ,,,,,,,,,,,,,,,
[욕설],욕이,안,나오면,섭하지,ㅎㅎ,사진,,,,,,,,,,,,,,,,,
[욕설],나다니엘클라인,->세월호,고인,능욕,사진,,,,,,,,,,,,,,,,,,
[욕설],역시,오늘도,즐거운,롤,^^,사진,,,,,,,,,,,,,,,,,
[욕설],IDhaf,님,ap코르키,처,가셔놓고,패드립하시는데,,,,,,,,,,,,,,,,,
[욕설],보지냉,보지냉국,불건전,아이디,및,패드립,박제,사진,,,,,,,,,,,,,,,
[욕설],연지츄<-,남성혐오,유발,발언,및,남여갈등,조장,+,일베충,언어사용,,,,,,,,,,,,,
[욕설],방성빈..패드립..,사진,,,,,,,,,,,,,,,,,,,,,
[욕설],쁘띠은수,조심하세요,사진,,,,,,,,,,,,,,,,,,,,
[욕설],FaramChild,<<,헬퍼사용,,,,,,,,,,,,,,,,,,,,
[욕설],아직도,이런,정신병자들이,많구나,[1],사진,,,,,,,,,,,,,,,,,
[욕설],오늘도,즐거운,롤~^^,사진,,,,,,,,,,,,,,,,,,,
[욕설],황령산왕모기님,봐주세요,,,,,,,,,,,,,,,,,,,,,
[욕설],패드리퍼,등장,사진,,,,,,,,,,,,,,,,,,,,
[욕설],브.실,트롤러,입니다,,,,,,,,,,,,,,,,,,,,
[욕설],제,정신,박힌,것들이,별로,없냐?,,,,,,,,,,,,,,,,,
[욕설],오늘도,롤은,즐겁다,ㅋㅋㅋㅋ,[3],사진,,,,,,,,,,,,,,,,,
[욕설],모욕죄나,통매음,기준이,궁금함,[1],,,,,,,,,,,,,,,,,,
[욕설],여러분,이게,고소가,되나요??한번만,읽어주세요,[3],,,,,,,,,,,,,,,,,
[욕설],.,,,,,,,,,,,,,,,,,,,,,,
[욕설],하꼬,스트리머(트위치),삐나님,템팔고,게임을,안하네요,[2],,,,,,,,,,,,,,,,
[욕설],콘칩과,친구야,느그,듀오,ㅈ됏네,ㅋㅋㅋ,[3],,,,,,,,,,,,,,,,
[욕설],gannase77i,님,700판,처박고,골드4,달으신거,자랑아니에요,,,,,,,,,,,,,,,,
[욕설],T1,Youngzz<니애미,먹는중,ㅆ발련,시즌9,골3,56점,영구박제.,[2],사진,,,,,,,,,,,,,
[욕설],PS머머리,욕설러,신고,,,,,,,,,,,,,,,,,,,,
[욕설],라인,뺏었으면,던지진,말아야지~,ㅋㅋ,사진,,,,,,,,,,,,,,,,,
[욕설],더블업,상습,탈주범,박제,사진,,,,,,,,,,,,,,,,,,
[욕설],오늘도,롤은,즐겁다,ㅋㅋㅋ,사진,,,,,,,,,,,,,,,,,,
[욕설],성희롱,잼민이,박제,사진,,,,,,,,,,,,,,,,,,,
[욕설],욕을,들어야,하는,이유,사진,,,,,,,,,,,,,,,,,,
[욕설],TFT,더블업,트롤행위,',같은그림찾는사람,',사진,,,,,,,,,,,,,,,,
[욕설],칼바람,시비충,[1],사진,,,,,,,,,,,,,,,,,,,
[욕설],고의트롤,"""케이틀린""",신고합니다.,사진,,,,,,,,,,,,,,,,,,,
[욕설],회잇,[1],,,,,,,,,,,,,,,,,,,,,
[욕설],세월호드립및,패드립,"""찬스쿤""",(Say,out,loud,돼지우리안,첵디out나는JSS,호위스티드페이트,남동언,아조작살,수능전날계정만듦,김영임,최고당돈까스녀,나무아카데미),사진,,,,,,,
[욕설],영입,[2],,,,,,,,,,,,,,,,,,,,,
[욕설],힐팩,양보안했다고,한마디했더니,[2],사진,,,,,,,,,,,,,,,,,,
[욕설],롤,재미있네요,ㅋㅋㅋ,[1],사진,,,,,,,,,,,,,,,,,,
[욕설],패드립하는,애들은,바로바로,신고해줍시다.,사진,,,,,,,,,,,,,,,,,,
[욕설],파밍하다가,욕먹고,패드립먹음,사진,,,,,,,,,,,,,,,,,,,
[욕설],망깅이님,꼭,봐주세요,,,,,,,,,,,,,,,,,,,,
[욕설],영조<시즌3브론즈,근본,버러지,영구박제.,사진,,,,,,,,,,,,,,,,,,
[욕설],인누와,자기야<애미,터진,잼민이.,21시즌,골3,52점,영구박제.,사진,,,,,,,,,,,,,,
[욕설],챌린저에요<개버러지에요,시즌6,실1,18점,박제.,사진,,,,,,,,,,,,,,,,,
[욕설],임형준2,<<승격전,고의트롤러,박제여,[1],,,,,,,,,,,,,,,,,,
[욕설],솔방울터트려서,피해줘놓고,시비거는,잼민이,,,,,,,,,,,,,,,,,,,
[욕설],박다현롤잘함<애미,뒤짐,인증.,시즌8,골3,68점,[1],사진,,,,,,,,,,,,,,,
[욕설],[패드립],권용쥰,박제,[2],사진,,,,,,,,,,,,,,,,,,
[욕설],그저,'잼',사진,,,,,,,,,,,,,,,,,,,,
[욕설],김치의신,갓김치,<<,비매너및,선시비,,,,,,,,,,,,,,,,,,
[욕설],ccccx,<<,계정도용,,,,,,,,,,,,,,,,,,,,
[욕설],도윤이원딜감<<,랭겜에서,깝1치길래,1:1,발린거박제,사진,,,,,,,,,,,,,,,,,
[욕설],뭔,50분,게임을,하냐~,사진,,,,,,,,,,,,,,,,,,
[욕설],패드립,박제,사진,,,,,,,,,,,,,,,,,,,,
[욕설],아산코로나,<<계정도용,비매너유저,,,,,,,,,,,,,,,,,,,,
[욕설],패드립퍼,욕설,박제,,,,,,,,,,,,,,,,,,,,
[욕설],보이면,뒤져요,-,말뚝딜?,,,,,,,,,,,,,,,,,,,
[욕설],삶의행복,-,욕설,유저,사진,,,,,,,,,,,,,,,,,,
[욕설],미드위주로공략,천애고아,창년,,,,,,,,,,,,,,,,,,,,
[욕설],유틸폿,하는,사람한테,성희롱+패드립+욕설,,,,,,,,,,,,,,,,,,,
[욕설],휘슬리z,<<<,계정도용,유저,,,,,,,,,,,,,,,,,,,
[욕설],원딜,자야,물방개형님,닉네임,유져,만나면,걍,닷지하셈,,,,,,,,,,,,,,,
[욕설],트롤러,하..,부케로,왜그러는걸까,,,,,,,,,,,,,,,,,,,
[욕설],나락사일,Brainer,NO,패작듀오,패드립,조심하세요,사진,,,,,,,,,,,,,,,,
[욕설],바타유,<ㅡ,잠수충,쓰래기,거르세요,,,,,,,,,,,,,,,,,,
[욕설],패드립,아니면,입,못여는,친구,3명,사진,,,,,,,,,,,,,,,,
[욕설],페미,전사,피해가세요~,2명,,,,,,,,,,,,,,,,,,,
[욕설],추락하는,새벽별,<<,패드립,,,,,,,,,,,,,,,,,,,
[욕설],고소후기,쓰려고하는데,2랩이상,어케되죵,이미지첨부가,안되염,,,,,,,,,,,,,,,,,
[욕설],서울원용정점,만나면,피하세요,,,,,,,,,,,,,,,,,,,,
[욕설],이거시롤입니까<유미뒤진애,박제,시즌,20시즌,실4,0점,사진,,,,,,,,,,,,,,,,
[욕설],Newzhoongdan,보고있냐,쫄보야,ㅋㅋㅋㅋㅋㅋㅋ,[1],,,,,,,,,,,,,,,,,,
[욕설],맹독독사,트롤러신고,,,,,,,,,,,,,,,,,,,,,
[욕설],1대1,캐삭빵,하기로,한,친구가,도망을,가네요,ㅋㅋ,,,,,,,,,,,,,,,
[욕설],실골구간,이은재<<,그냥,자기맘에안들면부모욕,사진,,,,,,,,,,,,,,,,,,
[욕설],날막아봐이애송아,<<<<잼민이,박제,,,,,,,,,,,,,,,,,,,,
[욕설],야소가,궁,안써줬다고,던지는,브라움,,,,,,,,,,,,,,,,,,
[욕설],멘탈,바싹<<,,,,,,,,,,,,,,,,,,,,,
[욕설],캘러웨이홍보대사<<,자랭,트롤,탈주,,,,,,,,,,,,,,,,,,,
[욕설],기록용,,,,,,,,,,,,,,,,,,,,,,
[욕설],여보,봇이,터져요,대웅아조용히좀,,,,,,,,,,,,,,,,,,,
[욕설],정치하는,혜지<애미,뒤질때,힐,안써준듯,시즌5,브론즈4,6점,버러지,박제,사진,,,,,,,,,,,,
[욕설],꿍디빵디,팡팡<ㅂㄹㅈ,한마리,추가요,시즌7,실2,21점,사진,,,,,,,,,,,,,,,
[욕설],벤츠보다빈츠<버러지,잼민이,영구박제.,사진,,,,,,,,,,,,,,,,,,,
[욕설],847847<버러지,잼민이.,영구박제.,사진,,,,,,,,,,,,,,,,,,,
[욕설],-가사노동자-,이럴꺼면,초대는,왜,한거임?,사진,,,,,,,,,,,,,,,,,
[욕설],KBgouerzi<애미,터짐.,시즌8,실4,100점,ㅂㄹㅈ,영구박제,사진,,,,,,,,,,,,,,,
[욕설],푸른,화살,애쉬<영구박제,시즌5,실4,0점,ㅂㄹㅈ,사진,,,,,,,,,,,,,,,
[욕설],윤협,해운대bhc사장,궁극의,딜냥이,,,,,,,,,,,,,,,,,,,
[욕설],i,love,park,얌전히,겜하는데,티어,들먹이면서,처형으로,킬딸이나,한다고,정치하는,유저,,,,,,,,,,,
[욕설],',Foucs9',패작유저,박제,골플구간,,,,,,,,,,,,,,,,,,
[욕설],예쁘지않은페미니스트한도우<고아,애미,보지,흑보,시즌9,실버4/,4점,영구박제,사진,,,,,,,,,,,,,,
[욕설],트롤,패드리퍼,개노답,3형제,사진,,,,,,,,,,,,,,,,,,
[욕설],-,잼민판테온,-,굳히,닉값,안,하셔도,됩니다,사진,,,,,,,,,,,,,,
[욕설],도촉,<<<,패드립,유저,영구,박제합니다.,사진,,,,,,,,,,,,,,,,
[욕설],롤,계정,탈퇴,후,닉네임,언제,먹을,수,있음?,,,,,,,,,,,,,,
[욕설],-인성아작난사람-,굳히,닉값,안하셔도,되는데,사진,,,,,,,,,,,,,,,,,
[욕설],구로소방서,<<,칼바람나락,비매너유저,,,,,,,,,,,,,,,,,,,
[욕설],패드립러,박제,사진,,,,,,,,,,,,,,,,,,,,
[욕설],Doxxh<,ㅇㅁ터짐,인증샷,첨부!,시즌9,골4,40점,ㅂㄹㅈ,영구박제!,[1],사진,,,,,,,,,,,,
[욕설],AFTV,가붕,<,고아드립,무개념,아프리카BJ,94가붕,신고,사진,,,,,,,,,,,,,,
[욕설],간디에요<,급식충,마이충,박제요,사진,,,,,,,,,,,,,,,,,,
[욕설],장인자크,신났네,패작듀오요,,,,,,,,,,,,,,,,,,,,
[욕설],고딩보지보니까질싸해서박고싶어요(실제닉),"<매크로,성적인",닉네임,,,,,,,,,,,,,,,,,,,,
[욕설],서패리,<-,악질패드립퍼패작러,,,,,,,,,,,,,,,,,,,,
[욕설],Physicalll,<<,패작러,,,,,,,,,,,,,,,,,,,,
[욕설],송배불뚝이<ㅇㅁ토막살인,8토막,시즌9,실버4,31점,ㅇㅁ디진,버러지,영구박제.,사진,,,,,,,,,,,,,,
[욕설],욕절대안쓸거야<고아,잼민이,영구박제,사진,,,,,,,,,,,,,,,,,,,
[욕설],그녀를,찾습니다,<-,패드립,신고,사진,,,,,,,,,,,,,,,,,
[욕설],나는셩준<패드립,잼민이,[3],사진,,,,,,,,,,,,,,,,,,,
[욕설],검술을연마하오,<<,2500판,골드,수문장,박제!,사진,,,,,,,,,,,,,,,,
[욕설],선릉피바라기-->패드립퍼,,,,,,,,,,,,,,,,,,,,,,
[욕설],shinerose,<<<,일베충,[1],사진,,,,,,,,,,,,,,,,,,
[욕설],[게임방해],패작러,신고합니다,사진,,,,,,,,,,,,,,,,,,,
[욕설],일기장,on,,,,,,,,,,,,,,,,,,,,,
[욕설],나주겨바라＆슬픈남자홍민,<<,패작,듀오,박제합니다,,,,,,,,,,,,,,,,,,
[욕설],요즘,패드립은,신고해도,처벌,안,받나,봄?,사진,,,,,,,,,,,,,,,
[욕설],패작러,박제합니다,->,혀,닛,사진,,,,,,,,,,,,,,,,,
[욕설],구룸구룸,<<,아무,이유없이,패드립만함,사진,,,,,,,,,,,,,,,,,
[욕설],레전드임,<=,고의패작,트롤,,,,,,,,,,,,,,,,,,,
[욕설],지딱이,-,패드립,수준,ㅋㅋ,사진,,,,,,,,,,,,,,,,,
[욕설],SuRyo,<<,픽부터,포지션,거부하는,악질,유저,[3],사진,,,,,,,,,,,,,,
[욕설],오픈15,<<<<<,닉네임부터,악질.,블랙리스트,추가,ㄱ,,,,,,,,,,,,,,,,
[욕설],꼬우면,전화하라는데??,[5],사진,,,,,,,,,,,,,,,,,,,
[욕설],Rusia,<<,패드립,악질유저,박제.,[3],,,,,,,,,,,,,,,,,
[욕설],숟가락,둘리<애비,집에서,숟가락,빠는,고아,사진,,,,,,,,,,,,,,,,
[욕설],leeleelee<애미,없는,ㅅㄲ,박제,사진,,,,,,,,,,,,,,,,,,
[욕설],JIJO<애미,뒤지고,가버림,ㅅㄱ,[1],사진,,,,,,,,,,,,,,,,,
[욕설],능지,확인,[3],,,,,,,,,,,,,,,,,,,,
[욕설],초심찾자상우야<버러지잼민이컷.,사진,,,,,,,,,,,,,,,,,,,,,
[욕설],건희주기러온민규,친추걸어서,혼내주세요,,,,,,,,,,,,,,,,,,,,
[욕설],건희주기러온민규,,,,,,,,,,,,,,,,,,,,,,
[욕설],핑크듀유<어쨰,버러지,새끼들은,한,놈도,안뺴고,다,듕호냐,이,역겨운,버러지,짱깨겜,,,,,,,,,,,
[욕설],Fltls<버러지,새끼,사진,,,,,,,,,,,,,,,,,,,,
[욕설],[기타],우르프,초딩,4인큐,[1],,,,,,,,,,,,,,,,,,
[욕설],조누리사랑해<버러지는,전염됨,잼민이,영구박제,사진,,,,,,,,,,,,,,,,,,
[욕설],C1가스리파이너리<패드립,피딩,버러지,영구박제.,사진,,,,,,,,,,,,,,,,,,
[욕설],수시로,서는소중이,,,,,,,,,,,,,,,,,,,,,
[욕설],일겜에서,욕설비매너유저,,,,,,,,,,,,,,,,,,,,,
[욕설],비매너플레이어,보나뚜우,친추하시고,1ㄷ1하자그러세요,쉽습니다,,,,,,,,,,,,,,,,,,
[욕설],홍칠이,",",새끼,삵,<<,패작듀오,박제,사진,,,,,,,,,,,,,,,
[욕설],MXXXKX,<ㅂㄹㅈ잼민이,영구박제,사진,,,,,,,,,,,,,,,,,,,
[욕설],욕구곰<<,섹드립,패드립,박네요,,,,,,,,,,,,,,,,,,,
[욕설],칼바람,듀오,"자라먹이,오타멘디",욕설,선,시비충,조심,,,,,,,,,,,,,,,,
[욕설],SPIKER123,",춘천왕감자",대리유저,조심,사진,,,,,,,,,,,,,,,,,,
[욕설],뮤트올하는소환사,",",쉔,권위자,<<<,얘네,두명,패드리퍼요,,,,,,,,,,,,,,,
[욕설],안녕모데야,<일베틀딱,박제,컷.,사진,,,,,,,,,,,,,,,,,,
[욕설],빨강피부심슨<앰2,뒤짐,ㅅㄱ,사진,,,,,,,,,,,,,,,,,,,
[욕설],사기꾼의최후,<<,허언증,비매너유저,,,,,,,,,,,,,,,,,,,
[욕설],플레4,구간,현재,아이디,사서,쓰는,대리유저_서폿,말,들어라,,,,,,,,,,,,,,
[욕설],묵직한,김민교,<-,패작,패드립퍼,[2],사진,,,,,,,,,,,,,,,,
[욕설],파이크로다야간다<패작,피딩.,사진,,,,,,,,,,,,,,,,,,,,
[욕설],트위치,서폿,트롤,3111a,,,,,,,,,,,,,,,,,,,
[욕설],제드팀수이,박제,ㅋ,[3],,,,,,,,,,,,,,,,,,,
[욕설],ililillllililili,욕설,패드립,유저,,,,,,,,,,,,,,,,,,,
[욕설],전적망친사람,<<<<<,패드립,박제,사진,,,,,,,,,,,,,,,,,,
[욕설],heojipsa<고의,피딩,부욕혐,ㅅㄱ,사진,,,,,,,,,,,,,,,,,,
[욕설],[부모욕],패드립,"""최종병기","김규현""",사진,,,,,,,,,,,,,,,,,,
[욕설],BackAurora,<=,패드립,고의트롤,,,,,,,,,,,,,,,,,,,
[욕설],이아이디팀운개꿀,패드립,이후,1대1,박제,,,,,,,,,,,,,,,,,,
[욕설],Master,of,Irelia,<<,부캐,부실구간,이유없이,던지는,트롤,,,,,,,,,,,,,,
[욕설],남자향수<이하동문,버러지듀오,,,,,,,,,,,,,,,,,,,,,
[욕설],대장고라니<패드립,버러지,정치질,ㅉ,사진,,,,,,,,,,,,,,,,,,
[욕설],패드립+성희롱,하는,친구들,박제,[1],,,,,,,,,,,,,,,,,,
[욕설],"[고의트롤,꼴픽]","""R","nnm""",,,,,,,,,,,,,,,,,,,,
[욕설],우울증이라고,하니,잘,죽으라는,사람들..,여기에라도,올려서,풀어봅니다.,(여러명),[1],,,,,,,,,,,,,
[욕설],부산불주먹혀경원,조심하셈,,,,,,,,,,,,,,,,,,,,,
[욕설],살범이,,,,,,,,,,,,,,,,,,,,,,
[욕설],Quatro1<한술,더,뜨는,ㅂㄹㅈ잼민이.,사진,,,,,,,,,,,,,,,,,,
[욕설],무빙지리는소환사<던지고,팀탓.,버러지,인증,자료,확인,^^,사진,,,,,,,,,,,,,,,
[욕설],못하면롤하지마,박제,,,,,,,,,,,,,,,,,,,,,
[욕설],버스사장<0킬13뎃,패드립,영구박제,사진,,,,,,,,,,,,,,,,,,,
[욕설],상콤대운,-,"패드립,",욕설,,,,,,,,,,,,,,,,,,,
[욕설],볼더왕님,그러지마세요,,,,,,,,,,,,,,,,,,,,,
[욕설],이거,신고안되요,?,사진,,,,,,,,,,,,,,,,,,,
[욕설],칼든,"탑,","무료클릭,",김선생니임,정신승리,병x들,ㅋㅋㅋㅋㅋㅋㅋ,,,,,,,,,,,,,,,,
[욕설],[패드립,욕설],미드오면씨에스줌,사진,,,,,,,,,,,,,,,,,,,
[욕설],패드립,유저,"""채너랑""",박제,사진,,,,,,,,,,,,,,,,,,
[욕설],개념없는,패드립충이,죽지도,않고,또왔다~,,,,,,,,,,,,,,,,,,
[욕설],FallinAllinYou,심각한,패드립으로,박제합니다.,[1],,,,,,,,,,,,,,,,,,
[욕설],양보안하면던짐요,패드립+욕설,,,,,,,,,,,,,,,,,,,,,
[욕설],버스타고,입터는,벌레2놈,,,,,,,,,,,,,,,,,,,,
[욕설],[고의트롤,+,욕설],milf,milk,<-,얘,만나면,무조건,닷지,추천드려요,,,,,,,,,,,,
[욕설],트롤,두오,,,,,,,,,,,,,,,,,,,,,
[욕설],T1,삐지꼬우<,니,애미,손,붙잡고,다리나,벌려^^,사진,,,,,,,,,,,,,,
[욕설],SPIDER,MASTER,쓰레에에쉬,보면,꼭,댓글,달아,,,,,,,,,,,,,,,,
[욕설],욕설,트위치,방송인,신고합니다,사진,,,,,,,,,,,,,,,,,,
[욕설],M18Wrench<,벌레,새끼,쓰레기짓.,,,,,,,,,,,,,,,,,,,
[욕설],Lovesickness<,고아원,번호는,니,애미한테서,찾아^^,사진,,,,,,,,,,,,,,,,
[욕설],[박제],모냉년,<<<<<,트롤짓,N년,(지가,말함),[1],,,,,,,,,,,,,,,
[욕설],랜타디찐막/박현수,매드무비,-,패드립,및,티어부심,(일반),,,,,,,,,,,,,,,,
[욕설],우악끄앙,<,엄마,없음,사진,,,,,,,,,,,,,,,,,,
[욕설],용환짱,<,애미,매춘부,사진,,,,,,,,,,,,,,,,,,
[욕설],캬2팅,<,패작,,,,,,,,,,,,,,,,,,,,
[욕설],샌트위치,<,패작,사진,,,,,,,,,,,,,,,,,,,
[욕설],3응애나아기지훈1,<-,패드립,오지네여,ㄷㄷ,[1],사진,,,,,,,,,,,,,,,,
[욕설],불광동,핵빠따,<-,만나면,차단하고,하세요,,,,,,,,,,,,,,,,,
[욕설],중증,망상증,환자,[날아라슈뻐맨],,,,,,,,,,,,,,,,,,,
[욕설],욕설,,,,,,,,,,,,,,,,,,,,,,
[욕설],욕설유저,사진,,,,,,,,,,,,,,,,,,,,,
[욕설],부서진빠다코코낫,게임중,정치질,,,,,,,,,,,,,,,,,,,,
[욕설],솔랭,개악질,듀오,"몽달탱,",레이디별,,,,,,,,,,,,,,,,,,
[욕설],II,"StyIish,",인천대표진주전북,급식충,신고,,,,,,,,,,,,,,,,,,
[욕설],윗집,아줌마랑,해봤다.,[1],,,,,,,,,,,,,,,,,,,
[욕설],'김민부계정',급식충,신고,,,,,,,,,,,,,,,,,,,,
[욕설],미친탑갱맨<앰뒤1.5호,,,,,,,,,,,,,,,,,,,,,,
[욕설],noonbit<앰뒤2호,사진,,,,,,,,,,,,,,,,,,,,,
[욕설],주님행급행열차<애미뒤진듯?,[3],사진,,,,,,,,,,,,,,,,,,,,
[욕설],패드립,남탓,유저,>>>잭별<<<<,,,,,,,,,,,,,,,,,,,
[욕설],패드립유저,"""싸움에강한남자""",사진,,,,,,,,,,,,,,,,,,,,
[욕설],패드립퍼,→닉네임:같은마음,사진,,,,,,,,,,,,,,,,,,,,
[욕설],백정들아말좀듣자,<<,정신분열증,폐드립퍼,허언증,사진,,,,,,,,,,,,,,,,,
[욕설],심한욕설,트롤,욕설,박제,여기서,신고하세요,,,,,,,,,,,,,,,,,
[욕설],귓속말로,패드립,한거,신고도,되나요,사진,,,,,,,,,,,,,,,,,
[욕설],악질,정치,3인큐,박제,,,,,,,,,,,,,,,,,,,
[욕설],패드립퍼,고의트롤러,아이디,":74왕,",너만의,섹파,사진,,,,,,,,,,,,,,,,
[욕설],칼바람,욕설,유저,"""응","그러는거아냐""",사진,,,,,,,,,,,,,,,,,
[욕설],악질,정치질,및,투탑달리기,유저,douyuTV,4848748,,,,,,,,,,,,,,,,
[욕설],악질정치질유저(전,라인,"트페만함,부산대김동영2)",,,,,,,,,,,,,,,,,,,,
[욕설],여기가,애새끼,게시판인가,,,,,,,,,,,,,,,,,,,,
[욕설],Ksxne,",",오늘,하러,갈까,<<,조심하세요,고의,트롤러인지,심각하네요,,,,,,,,,,,,,
[욕설],"""꽃보다다솜이""",사진,,,,,,,,,,,,,,,,,,,,,
[욕설],이것도,서폿캐임,<<,"자존심,",욕설,,,,,,,,,,,,,,,,,,
[욕설],섹시써니,<<--,대리받는,혜지,신고,사진,,,,,,,,,,,,,,,,,
[욕설],게임내내,폐드립,중,일부..,[2],사진,,,,,,,,,,,,,,,,,
[욕설],양평군임성빈,<<,벤픽,창부터,팀원,픽,벤하는,개트롤러,,,,,,,,,,,,,,,
[욕설],닉,아무고토모루면소,욕설,사진,,,,,,,,,,,,,,,,,,,
[욕설],고소,고소,거리는,트페,[1],사진,,,,,,,,,,,,,,,,,
[욕설],던지는게,일상인,잼민이,,,,,,,,,,,,,,,,,,,,
[욕설],겁나게,쌘척하는,잼민이,신고요,,,,,,,,,,,,,,,,,,,
[욕설],칼바람,패드립이,주특기,"""건","임""",사진,,,,,,,,,,,,,,,,,
[욕설],마하반야마라밀다심경관자재보살님,보세요^^,,,,,,,,,,,,,,,,,,,,,
[욕설],잔나,장인,유튭,중에,정화,유체화,들고,하는,사람,있음?,사진,,,,,,,,,,,,
[욕설],정글학과,이교수,<<,바위게,먹는다고,패드립하네요,,,,,,,,,,,,,,,,,
[욕설],누님핑보라구요,",",응암동장지환남친<<-,여성성기관련,성희롱,,,,,,,,,,,,,,,,,,
[욕설],이기고,있을,때,조롱하더니,역전,당하자,패드립하는,유저,A380F,박제,사진,,,,,,,,,,,,
[욕설],skics,보면,거르세요,,,,,,,,,,,,,,,,,,,,
[욕설],욕설,유저,망망싱샤,사진,,,,,,,,,,,,,,,,,,,
[욕설],다2,일벌버스,열심히,받는,혜지련,'콩블리',조심,[2],,,,,,,,,,,,,,,
[욕설],"호식OI,",변비왕자,패드립듀오,겜,잘,하고있어도,핑찍으며,패드립,합니다,,,,,,,,,,,,,,
[욕설],이리와라잉,저리가라잉,듀오,픽창에서부터,미드,야스오,한다고,안준다니까,바로,욕설,인게임에서도,정치함,조심하세요,,,,,,,,,,
[욕설],대리,[1],,,,,,,,,,,,,,,,,,,,,
[욕설],이런놈들,제발,죽어주길바람,사진,,,,,,,,,,,,,,,,,,,
[욕설],패드립,신고,합니다,,,,,,,,,,,,,,,,,,,,
[욕설],입이,걸레인,듀오,새끼,박제,,,,,,,,,,,,,,,,,,
[욕설],한양대다니는,아무도다닐수없는,똑똑이,트롤러,그브,박제(오너보단커즈),[3],,,,,,,,,,,,,,,,
[욕설],Multifidus,강타유미면,할말,다했지?,,,,,,,,,,,,,,,,,,,
[욕설],포항,사는,22살,키,175,패드립,유저,음므야꾸예이,박제,사진,,,,,,,,,,,,,
[욕설],코로나,드립유저,,,,,,,,,,,,,,,,,,,,,
[욕설],칼바람에서,"욕설,","패드립,",던지는유저,"""파마안했음""",박제,사진,,,,,,,,,,,,,,,,
[욕설],말파이트오른쉔,게임방해요,,,,,,,,,,,,,,,,,,,,,
[욕설],칼바람,패드립,유저,신고,[1],,,,,,,,,,,,,,,,,,
[욕설],일베에,고의트롤,위안부,욕하는유저,,,,,,,,,,,,,,,,,,,
[욕설],아니,진짜,10년,롤하면서,이런,사람은,처음봄,ㅋㅋㅋ,[2],,,,,,,,,,,,,,
[욕설],로리,←,아이디,해킹(츄르,먹는,고양이),비디오,,,,,,,,,,,,,,,,
[욕설],[게임방해](드리프트의,장인),브실구간,,,,,,,,,,,,,,,,,,,,
[욕설],"정치,욕설,패드립,일베등",혐오발언하는,[꾸엥뿌엥쭈엑],,,,,,,,,,,,,,,,,,,,
[욕설],프로미스9,이나경,<<,인생패배자,,,,,,,,,,,,,,,,,,,
[욕설],일부러,항복함-하줄게로/송도동,쵸비/acilck/ItemVeiga,[3],사진,,,,,,,,,,,,,,,,,,
[욕설],고의트롤,유종애뮈를거두자,<---,야스오로,"칼날부리,","늑대,","블루,",두꺼비까지,빼먹음,,,,,,,,,,,,,,
[욕설],주엇까,<---,무지성,패드립,및,욕설,비하,닷지,필수,,,,,,,,,,,,,,
[욕설],"부울권,",부울철,고의,트롤,듀오,사진,,,,,,,,,,,,,,,,,
[욕설],닉네임,골드싸개,,,,,,,,,,,,,,,,,,,,,
[욕설],패작하고,탈주하는데,정지,안받는,아이디?,[1],사진,,,,,,,,,,,,,,,,
[욕설],두,얼굴의,유저,,,,,,,,,,,,,,,,,,,,
[욕설],"safezone,0914,신협냉난방중,씨보장<--4인큐","패드립,정치",,,,,,,,,,,,,,,,,,,,,
[욕설],여려분,트롤러들,조심하세요,,,,,,,,,,,,,,,,,,,,
[욕설],롤의왕이라불리는,<<<,ㄲ페미,계속,남자비하발언,[3],,,,,,,,,,,,,,,,,
[욕설],akira,<ㅡ,무개념,패드립,유저,사진,,,,,,,,,,,,,,,,,
[욕설],Real,Madrid,SON,<--인생,나락간,패드리퍼,,,,,,,,,,,,,,,,,
[욕설],니가뭘알겠냐고,<-,말많은,트롤러,,,,,,,,,,,,,,,,,,,
[욕설],[패드립],닉네임,:,흑난초,사진,,,,,,,,,,,,,,,,,,
[욕설],저거는,못참지,,,,,,,,,,,,,,,,,,,,,
[욕설],냉기미,<-,던지고,남탓유저,,,,,,,,,,,,,,,,,,,
[욕설],나의레전드,패드립,,,,,,,,,,,,,,,,,,,,,
[욕설],Time,to,quit<,악질,유저,박제합니다,[3],사진,,,,,,,,,,,,,,,
[욕설],위안부,모욕,패드립퍼,박제합니다,고소가능한지,봐주세요,[3],,,,,,,,,,,,,,,,
[욕설],위안부드립치는,미친놈있네,-케인케리누누던짐,박제,사진,,,,,,,,,,,,,,,,,,
[욕설],패드립으로,위안부,단어,사용하는롤,유저,,,,,,,,,,,,,,,,,,
[욕설],롤,Lay,waste,패드립,유저,,,,,,,,,,,,,,,,,,
[욕설],보리보리딸,,,,,,,,,,,,,,,,,,,,,,
[욕설],qewewe2342,고소,예정,위안부,발언,및,패드립퍼,[3],,,,,,,,,,,,,,,
