0,1,2,3,4,5,6,7,8
oneway yun,Bronze 2,LOSS,Ryze,support,10 , 9 , 16,2.89
oneway yun,Bronze 2,LOSS,MasterYi,jungle,17 , 8 , 3,2.50
oneway yun,Bronze 2,WIN,Karma,support,3 , 5 , 25,5.60
oneway yun,Bronze 2,WIN,Thresh,support,2 , 7 , 28,4.29
oneway yun,Bronze 2,LOSS,Akali,mid,13 , 6 , 1,2.33
oneway yun,Bronze 2,WIN,Sylas,mid,10 , 10 , 10,2.00
oneway yun,Bronze 2,LOSS,Thresh,support,3 , 7 , 14,2.43
oneway yun,Bronze 2,WIN,Morgana,jungle,0 , 8 , 13,1.63
oneway yun,Bronze 2,RE,Kaisa,adc,2 , 0 , 0,2.00
oneway yun,Bronze 2,WIN,Samira,adc,7 , 4 , 5,3.00
oneway yun,Bronze 2,WIN,Ekko,jungle,9 , 2 , 12 ,0.50
oneway yun,Bronze 2,WIN,Poppy,jungle,12 , 1 , 10 ,2.00
oneway yun,Bronze 2,LOSS,Samira,adc,1 , 6 , 0,0.17
oneway yun,Bronze 2,LOSS,Ezreal,adc,3 , 3 , 3,2.00
oneway yun,Bronze 2,LOSS,Kaisa,adc,7 , 5 , 3,2.00
oneway yun,Bronze 2,WIN,Samira,adc,13 , 7 , 2,2.14
oneway yun,Bronze 2,WIN,Samira,adc,6 , 6 , 3,1.50
oneway yun,Bronze 2,WIN,Samira,adc,10 , 2 , 10 ,0.00
oneway yun,Bronze 2,WIN,Samira,adc,14 , 5 , 8,4.40
oneway yun,Bronze 2,WIN,Samira,adc,3 , 5 , 4,1.40
oneway yun,Bronze 2,LOSS,Samira,adc,27 , 6 , 2,4.83
oneway yun,Bronze 2,WIN,Sivir,adc,7 , 2 , 13 ,0.00
oneway yun,Bronze 2,LOSS,Samira,adc,10 , 6 , 6,2.67
oneway yun,Bronze 2,LOSS,Ezreal,adc,12 , 11 , 15,2.45
oneway yun,Bronze 2,LOSS,Poppy,jungle,5 , 6 , 6,1.83
oneway yun,Bronze 2,WIN,DrMundo,jungle,7 , 1 , 10 ,7.00
oneway yun,Bronze 2,WIN,Morgana,jungle,16 , 6 , 24,6.67
oneway yun,Bronze 2,LOSS,Elise,jungle,5 , 2 , 2,3.50
oneway yun,Bronze 2,LOSS,Akali,mid,8 , 9 , 3,1.22
oneway yun,Bronze 2,LOSS,Ezreal,adc,2 , 6 , 5,1.17
열차는칙칙폭폭,Bronze 1,WIN,Jhin,jungle,11 , 4 , 13,6.00
열차는칙칙폭폭,Bronze 1,LOSS,Tryndamere,mid,11 , 12 , 11,1.83
열차는칙칙폭폭,Bronze 1,WIN,Lucian,jungle,18 , 8 , 10,3.50
열차는칙칙폭폭,Bronze 1,LOSS,Zoe,mid,13 , 8 , 20,4.13
열차는칙칙폭폭,Bronze 1,LOSS,Jayce,jungle,22 , 9 , 8,3.33
열차는칙칙폭폭,Bronze 1,LOSS,Darius,jungle,8 , 13 , 15,1.77
열차는칙칙폭폭,Bronze 1,LOSS,Zeri,support,12 , 8 , 10,2.75
열차는칙칙폭폭,Bronze 1,WIN,Pyke,top,22 , 9 , 12,3.78
열차는칙칙폭폭,Bronze 1,WIN,TwistedFate,mid,6 , 14 , 20,1.86
열차는칙칙폭폭,Bronze 1,LOSS,Pyke,support,16 , 12 , 9,2.08
열차는칙칙폭폭,Bronze 1,WIN,Zoe,top,18 , 11 , 23,3.73
열차는칙칙폭폭,Bronze 1,WIN,Jax,top,22 , 5 , 8,6.00
열차는칙칙폭폭,Bronze 1,LOSS,Ezreal,top,5 , 12 , 21,2.17
열차는칙칙폭폭,Bronze 1,LOSS,Aphelios,jungle,8 , 6 , 15,3.83
열차는칙칙폭폭,Bronze 1,LOSS,Caitlyn,mid,3 , 8 , 11,1.75
열차는칙칙폭폭,Bronze 1,WIN,Senna,jungle,10 , 8 , 22,4.00
열차는칙칙폭폭,Bronze 1,LOSS,Jax,top,9 , 15 , 7,1.07
열차는칙칙폭폭,Bronze 1,WIN,Zed,support,11 , 7 , 13,3.43
열차는칙칙폭폭,Bronze 1,WIN,Zed,adc,25 , 16 , 22,2.94
열차는칙칙폭폭,Bronze 1,LOSS,Akali,support,24 , 14 , 18,3.00
열차는칙칙폭폭,Bronze 1,WIN,Yasuo,adc,8 , 14 , 10,1.29
열차는칙칙폭폭,Bronze 1,LOSS,Jax,mid,8 , 18 , 22,1.67
열차는칙칙폭폭,Bronze 1,WIN,Sett,support,6 , 14 , 26,2.29
열차는칙칙폭폭,Bronze 1,WIN,Malphite,top,10 , 9 , 26,4.00
열차는칙칙폭폭,Bronze 1,WIN,Ahri,adc,4 , 12 , 33,3.08
열차는칙칙폭폭,Bronze 1,LOSS,Leblanc,jungle,7 , 8 , 8,1.88
에이전트 애쉬,Gold 4,LOSS,Trundle,support,2 , 4 , 13,3.75
에이전트 애쉬,Gold 4,LOSS,Ashe,support,0 , 6 , 2,0.33
에이전트 애쉬,Gold 4,LOSS,Zilean,support,6 , 12 , 9,1.25
에이전트 애쉬,Gold 4,WIN,Gragas,support,16 , 11 , 17,3.00
에이전트 애쉬,Gold 4,WIN,Leblanc,support,16 , 2 , 7 ,1.50
에이전트 애쉬,Gold 4,LOSS,Leblanc,support,7 , 6 , 11,3.00
에이전트 애쉬,Gold 4,WIN,Blitzcrank,support,3 , 4 , 18,5.25
에이전트 애쉬,Gold 4,WIN,Leblanc,support,7 , 3 , 5,4.00
에이전트 애쉬,Gold 4,LOSS,Gragas,support,3 , 10 , 2,0.50
에이전트 애쉬,Gold 4,LOSS,Lux,support,3 , 4 , 4,1.75
에이전트 애쉬,Gold 4,WIN,Alistar,support,1 , 7 , 23,3.43
에이전트 애쉬,Gold 4,WIN,Pyke,support,17 , 8 , 17,4.25
에이전트 애쉬,Gold 4,LOSS,LeeSin,support,14 , 11 , 14,2.55
에이전트 애쉬,Gold 4,WIN,Lux,support,4 , 12 , 21,2.08
에이전트 애쉬,Gold 4,WIN,Leblanc,support,10 , 2 , 3,6.50
에이전트 애쉬,Gold 4,LOSS,Leblanc,support,7 , 5 , 9,3.20
에이전트 애쉬,Gold 4,LOSS,Sett,support,4 , 13 , 8,0.92
에이전트 애쉬,Gold 4,WIN,Lux,support,4 , 3 , 17,7.00
에이전트 애쉬,Gold 4,WIN,Leblanc,support,6 , 2 , 11,8.50
에이전트 애쉬,Gold 4,WIN,Blitzcrank,support,1 , 2 , 11,6.00
에이전트 애쉬,Gold 4,WIN,Leblanc,support,12 , 2 , 5,8.50
에이전트 애쉬,Gold 4,LOSS,Gragas,support,5 , 14 , 9,1.00
에이전트 애쉬,Gold 4,WIN,XinZhao,support,1 , 13 , 9,0.77
에이전트 애쉬,Gold 4,WIN,Trundle,support,3 , 6 , 16,3.17
에이전트 애쉬,Gold 4,LOSS,Leblanc,support,12 , 11 , 9,1.91
에이전트 애쉬,Gold 4,LOSS,Gragas,support,3 , 12 , 2,0.42
에이전트 애쉬,Gold 4,WIN,Pyke,support,8 , 10 , 16,2.40
에이전트 애쉬,Gold 4,WIN,Gragas,support,1 , 2 , 10,5.50
에이전트 애쉬,Gold 4,WIN,Pyke,support,3 , 11 , 7,0.91
에이전트 애쉬,Gold 4,LOSS,Alistar,support,4 , 12 , 14,1.50
박고봄,Gold 4,WIN,Xayah,adc,7 , 8 , 26,4.13
박고봄,Gold 4,WIN,Vex,jungle,15 , 18 , 29,2.44
박고봄,Gold 4,LOSS,Kayle,mid,8 , 7 , 23,4.43
박고봄,Gold 4,WIN,Samira,adc,6 , 3 , 7,4.33
박고봄,Gold 4,LOSS,Kayn,jungle,7 , 5 , 2,1.80
박고봄,Gold 4,WIN,Samira,adc,3 , 3 , 0,1.00
박고봄,Gold 4,LOSS,Caitlyn,adc,1 , 8 , 2,0.38
박고봄,Gold 4,LOSS,Samira,adc,4 , 9 , 7,1.22
박고봄,Gold 4,WIN,Zeri,adc,17 , 0 , 5 ,2.00
박고봄,Gold 4,LOSS,Samira,adc,6 , 8 , 5,1.38
박고봄,Gold 4,WIN,Samira,adc,18 , 1 , 7 ,5.00
박고봄,Gold 4,LOSS,Irelia,mid,2 , 5 , 4,1.20
박고봄,Gold 4,LOSS,Samira,adc,2 , 3 , 2,1.33
박고봄,Gold 4,WIN,Samira,adc,13 , 2 , 3,8.00
박고봄,Gold 4,RE,Kennen,top,0 , 0 , 0,0.00
박고봄,Gold 4,WIN,Yorick,top,2 , 3 , 5,2.33
박고봄,Gold 4,WIN,Samira,adc,25 , 2 , 8 ,6.50
박고봄,Gold 4,LOSS,Yorick,top,2 , 9 , 5,0.78
박고봄,Gold 4,LOSS,Yorick,top,3 , 7 , 5,1.14
박고봄,Gold 4,LOSS,Yorick,top,2 , 9 , 3,0.56
박고봄,Gold 4,WIN,Yorick,top,3 , 0 , 4,7.00
박고봄,Gold 4,WIN,Yorick,top,4 , 3 , 7,3.67
박고봄,Gold 4,WIN,Samira,adc,10 , 6 , 9,3.17
박고봄,Gold 4,LOSS,Yone,top,0 , 4 , 1,0.25
박고봄,Gold 4,WIN,Yorick,top,8 , 8 , 7,1.88
박고봄,Gold 4,WIN,Yorick,top,9 , 0 , 2 ,1.00
박고봄,Gold 4,WIN,Yorick,top,5 , 2 , 6,5.50
박고봄,Gold 4,WIN,Yorick,top,13 , 1 , 1 ,4.00
박고봄,Gold 4,WIN,Samira,adc,13 , 8 , 8,2.63
Einstein의야스오,Bronze 1,WIN,Yone,mid,3 , 2 , 14,8.50
Einstein의야스오,Bronze 1,LOSS,Lucian,mid,1 , 5 , 5,1.20
Einstein의야스오,Bronze 1,LOSS,Yasuo,mid,1 , 11 , 0,0.09
Einstein의야스오,Bronze 1,WIN,Yone,top,8 , 4 , 4,3.00
Einstein의야스오,Bronze 1,LOSS,Yone,mid,6 , 4 , 1,1.75
Einstein의야스오,Bronze 1,WIN,Yasuo,mid,4 , 5 , 1,1.00
Einstein의야스오,Bronze 1,LOSS,Yone,mid,6 , 5 , 4,2.00
Einstein의야스오,Bronze 1,LOSS,Akali,top,0 , 4 , 2,0.50
Einstein의야스오,Bronze 1,WIN,Yone,mid,20 , 3 , 12 ,0.67
Einstein의야스오,Bronze 1,LOSS,Yone,top,0 , 3 , 0,0.00
Einstein의야스오,Bronze 1,WIN,Yone,mid,9 , 3 , 8,5.67
Einstein의야스오,Bronze 1,WIN,Yasuo,mid,10 , 8 , 8,2.25
Einstein의야스오,Bronze 1,WIN,Yone,top,8 , 2 , 4,6.00
Einstein의야스오,Bronze 1,LOSS,Riven,adc,4 , 12 , 11,1.25
Einstein의야스오,Bronze 1,WIN,Viego,jungle,12 , 0 , 7 ,9.00
Einstein의야스오,Bronze 1,LOSS,Yone,mid,1 , 6 , 2,0.50
Einstein의야스오,Bronze 1,WIN,Ezreal,adc,15 , 0 , 7 ,2.00
Einstein의야스오,Bronze 1,LOSS,Yone,mid,17 , 6 , 7,4.00
Einstein의야스오,Bronze 1,WIN,Yone,mid,4 , 4 , 4,2.00
Einstein의야스오,Bronze 1,WIN,Senna,support,8 , 8 , 19,3.38
Einstein의야스오,Bronze 1,WIN,Yone,mid,4 , 10 , 8,1.20
Einstein의야스오,Bronze 1,WIN,Darius,top,5 , 9 , 9,1.56
Einstein의야스오,Bronze 1,WIN,Yasuo,mid,6 , 4 , 10,4.00
Einstein의야스오,Bronze 1,LOSS,Sylas,mid,5 , 6 , 1,1.00
Einstein의야스오,Bronze 1,WIN,Senna,support,6 , 9 , 15,2.33
Einstein의야스오,Bronze 1,WIN,Akali,mid,6 , 4 , 8,3.50
Einstein의야스오,Bronze 1,WIN,Yone,mid,10 , 11 , 7,1.55
Einstein의야스오,Bronze 1,LOSS,Yasuo,mid,5 , 10 , 4,0.90
Einstein의야스오,Bronze 1,WIN,Sylas,mid,5 , 4 , 4,2.25
Einstein의야스오,Bronze 1,WIN,Yasuo,mid,6 , 7 , 5,1.57
온전한사람,Silver 2,WIN,JarvanIV,top,6 , 16 , 51,3.56
온전한사람,Silver 2,WIN,Blitzcrank,adc,1 , 9 , 27,3.11
온전한사람,Silver 2,LOSS,Braum,support,1 , 8 , 19,2.50
온전한사람,Silver 2,LOSS,Maokai,mid,9 , 12 , 41,4.17
온전한사람,Silver 2,WIN,TwistedFate,top,8 , 10 , 16,2.40
온전한사람,Silver 2,WIN,Swain,jungle,5 , 5 , 22,5.40
온전한사람,Silver 2,LOSS,Jayce,support,11 , 13 , 35,3.54
온전한사람,Silver 2,WIN,Blitzcrank,support,5 , 6 , 27,5.33
온전한사람,Silver 2,LOSS,LeeSin,jungle,8 , 8 , 11,2.38
온전한사람,Silver 2,WIN,JarvanIV,jungle,2 , 5 , 19,4.20
온전한사람,Silver 2,WIN,Diana,jungle,6 , 2 , 8,7.00
온전한사람,Silver 2,WIN,Malzahar,mid,7 , 6 , 15,3.67
온전한사람,Silver 2,LOSS,Shaco,top,8 , 13 , 20,2.15
온전한사람,Silver 2,WIN,Kennen,support,4 , 6 , 12,2.67
온전한사람,Silver 2,WIN,Pyke,jungle,10 , 15 , 15,1.67
온전한사람,Silver 2,LOSS,Lulu,support,2 , 8 , 9,1.38
온전한사람,Silver 2,LOSS,XinZhao,jungle,10 , 8 , 13,2.88
온전한사람,Silver 2,LOSS,XinZhao,jungle,20 , 14 , 28,3.43
온전한사람,Silver 2,LOSS,Shen,jungle,4 , 7 , 7,1.57
온전한사람,Silver 2,WIN,Lux,support,3 , 2 , 17 ,0.00
온전한사람,Silver 2,LOSS,Lulu,support,0 , 5 , 5,1.00
온전한사람,Silver 2,WIN,Lux,support,5 , 7 , 13,2.57
온전한사람,Silver 2,WIN,Nautilus,support,3 , 1 , 15 ,8.00
온전한사람,Silver 2,LOSS,LeeSin,jungle,5 , 9 , 14,2.11
온전한사람,Silver 2,WIN,Olaf,jungle,10 , 3 , 7,5.67
온전한사람,Silver 2,LOSS,Diana,jungle,5 , 12 , 16,1.75
온전한사람,Silver 2,LOSS,Lux,support,2 , 7 , 11,1.86
온전한사람,Silver 2,WIN,Thresh,support,0 , 5 , 25,5.00
온전한사람,Silver 2,LOSS,Alistar,support,3 , 3 , 5,2.67
온전한사람,Silver 2,RE,Alistar,support,0 , 0 , 0,0.00
롤 팡,Silver 1,LOSS,Zac,jungle,6 , 4 , 3,2.25
롤 팡,Silver 1,WIN,Aphelios,adc,6 , 5 , 9,3.00
롤 팡,Silver 1,WIN,Zeri,adc,1 , 8 , 9,1.25
롤 팡,Silver 1,LOSS,Tryndamere,top,0 , 6 , 0,0.00
롤 팡,Silver 1,WIN,Vayne,top,10 , 6 , 2,2.00
롤 팡,Silver 1,LOSS,Aphelios,adc,16 , 6 , 2,3.00
롤 팡,Silver 1,WIN,Zeri,adc,9 , 3 , 2,3.67
롤 팡,Silver 1,LOSS,Trundle,top,5 , 6 , 3,1.33
롤 팡,Silver 1,WIN,Zeri,adc,14 , 8 , 14,3.50
롤 팡,Silver 1,WIN,Sion,top,4 , 1 , 7 ,1.00
롤 팡,Silver 1,LOSS,Trundle,top,6 , 13 , 5,0.85
롤 팡,Silver 1,LOSS,Cassiopeia,top,4 , 4 , 0,1.00
롤 팡,Silver 1,WIN,Ryze,top,4 , 3 , 3,2.33
롤 팡,Silver 1,LOSS,Tryndamere,top,14 , 10 , 7,2.10
롤 팡,Silver 1,WIN,Ekko,jungle,11 , 3 , 6,5.67
롤 팡,Silver 1,LOSS,Thresh,support,2 , 14 , 18,1.43
롤 팡,Silver 1,LOSS,Irelia,mid,9 , 10 , 7,1.60
롤 팡,Silver 1,WIN,TwistedFate,mid,11 , 5 , 11,4.40
롤 팡,Silver 1,WIN,Jinx,adc,14 , 12 , 12,2.17
롤 팡,Silver 1,WIN,Zeri,adc,16 , 2 , 11 ,3.50
롤 팡,Silver 1,WIN,Akshan,mid,11 , 10 , 10,2.10
롤 팡,Silver 1,WIN,Renekton,mid,2 , 5 , 7,1.80
롤 팡,Silver 1,LOSS,Corki,adc,6 , 10 , 11,1.70
롤 팡,Silver 1,WIN,Tristana,top,15 , 10 , 13,2.80
롤 팡,Silver 1,LOSS,Rumble,top,0 , 10 , 1,0.10
롤 팡,Silver 1,WIN,Nasus,mid,11 , 10 , 13,2.40
롤 팡,Silver 1,LOSS,Vayne,top,7 , 9 , 10,1.89
롤 팡,Silver 1,WIN,Ezreal,adc,8 , 5 , 6,2.80
롤 팡,Silver 1,WIN,Jinx,adc,5 , 15 , 8,0.87
롤 팡,Silver 1,LOSS,Gwen,jungle,6 , 8 , 9,1.88
썸앤썸,Diamond 4,LOSS,Twitch,adc,8 , 9 , 10,2.00
썸앤썸,Diamond 4,WIN,Cassiopeia,mid,7 , 9 , 22,3.22
썸앤썸,Diamond 4,WIN,Lulu,mid,1 , 4 , 48 ,2.25
썸앤썸,Diamond 4,LOSS,Rell,jungle,8 , 9 , 37,5.00
썸앤썸,Diamond 4,LOSS,Nunu,mid,1 , 12 , 30,2.58
썸앤썸,Diamond 4,LOSS,Lucian,adc,13 , 11 , 11,2.18
썸앤썸,Diamond 4,WIN,Lucian,adc,9 , 8 , 4,1.63
썸앤썸,Diamond 4,WIN,Garen,adc,24 , 6 , 18,7.00
썸앤썸,Diamond 4,WIN,Samira,adc,24 , 5 , 5,5.80
썸앤썸,Diamond 4,WIN,Kaisa,adc,14 , 6 , 4,3.00
썸앤썸,Diamond 4,LOSS,Akali,top,3 , 7 , 4,1.00
썸앤썸,Diamond 4,LOSS,Vayne,adc,3 , 12 , 2,0.42
썸앤썸,Diamond 4,LOSS,Viego,jungle,8 , 8 , 12,2.50
썸앤썸,Diamond 4,WIN,Yone,mid,8 , 10 , 7,1.50
썸앤썸,Diamond 4,WIN,Katarina,mid,13 , 9 , 21,3.78
썸앤썸,Diamond 4,LOSS,Alistar,mid,2 , 14 , 19,1.50
썸앤썸,Diamond 4,LOSS,Fiora,top,5 , 6 , 4,1.50
썸앤썸,Diamond 4,WIN,Kaisa,adc,9 , 8 , 13,2.75
썸앤썸,Diamond 4,WIN,Kassadin,top,10 , 5 , 21,6.20
썸앤썸,Diamond 4,WIN,Viego,top,35 , 14 , 29,4.57
썸앤썸,Diamond 4,LOSS,Amumu,top,12 , 9 , 18,3.33
썸앤썸,Diamond 4,LOSS,Amumu,top,4 , 4 , 14,4.50
썸앤썸,Diamond 4,WIN,Samira,top,27 , 12 , 21,4.00
썸앤썸,Diamond 4,LOSS,Cassiopeia,mid,15 , 5 , 7,4.40
썸앤썸,Diamond 4,LOSS,Zac,mid,2 , 12 , 24,2.17
썸앤썸,Diamond 4,WIN,Kaisa,mid,17 , 11 , 24,3.73
썸앤썸,Diamond 4,LOSS,Ezreal,jungle,8 , 7 , 9,2.43
썸앤썸,Diamond 4,WIN,Alistar,jungle,6 , 11 , 24,2.73
썸앤썸,Diamond 4,WIN,Katarina,jungle,22 , 8 , 15,4.63
썸앤썸,Diamond 4,LOSS,Zac,top,3 , 10 , 24,2.70
작은세현이,Unranked,WIN,Zoe,support,11 , 7 , 16,3.86
작은세현이,Unranked,LOSS,Samira,jungle,10 , 14 , 13,1.64
작은세현이,Unranked,LOSS,Gragas,top,0 , 1 , 0,0.00
작은세현이,Unranked,WIN,Fiddlesticks,jungle,4 , 5 , 12,3.20
작은세현이,Unranked,LOSS,Neeko,mid,6 , 16 , 14,1.25
작은세현이,Unranked,WIN,Ezreal,top,17 , 10 , 20,3.70
작은세현이,Unranked,LOSS,Jinx,support,6 , 14 , 17,1.64
작은세현이,Unranked,WIN,Quinn,support,9 , 8 , 19,3.50
작은세현이,Unranked,WIN,Kaisa,adc,8 , 2 , 11,9.50
작은세현이,Unranked,WIN,Velkoz,adc,9 , 5 , 14,4.60
작은세현이,Unranked,WIN,Veigar,support,23 , 11 , 23,4.18
작은세현이,Unranked,WIN,Neeko,mid,8 , 4 , 11,4.75
작은세현이,Unranked,WIN,Caitlyn,jungle,16 , 12 , 19,2.92
작은세현이,Unranked,LOSS,Jhin,mid,8 , 10 , 21,2.90
작은세현이,Unranked,WIN,Zoe,jungle,5 , 8 , 25,3.75
작은세현이,Unranked,WIN,Quinn,jungle,17 , 12 , 25,3.50
작은세현이,Unranked,LOSS,Viktor,support,3 , 7 , 16,2.71
작은세현이,Unranked,WIN,Velkoz,support,14 , 9 , 21,3.89
작은세현이,Unranked,LOSS,Volibear,mid,3 , 5 , 5,1.60
작은세현이,Unranked,WIN,Velkoz,support,17 , 9 , 32,5.44
작은세현이,Unranked,WIN,Bard,support,3 , 5 , 14,3.40
작은세현이,Unranked,LOSS,Syndra,top,4 , 7 , 11,2.14
작은세현이,Unranked,WIN,Blitzcrank,top,8 , 6 , 37,7.50
작은세현이,Unranked,LOSS,Varus,mid,1 , 8 , 15,2.00
작은세현이,Unranked,LOSS,Sona,adc,2 , 7 , 13,2.14
작은세현이,Unranked,WIN,Ahri,jungle,8 , 3 , 17,8.33
작은세현이,Unranked,WIN,Lissandra,support,4 , 13 , 18,1.69
작은세현이,Unranked,LOSS,Nautilus,support,10 , 13 , 34,3.38
작은세현이,Unranked,LOSS,Zyra,mid,5 , 10 , 34,3.90
작은세현이,Unranked,WIN,Anivia,support,6 , 7 , 20,3.71
김신의,Unranked,LOSS,Sett,top,3 , 6 , 2,0.83
김신의,Unranked,LOSS,Sett,top,8 , 6 , 5,2.17
김신의,Unranked,WIN,Sett,mid,6 , 4 , 5,2.75
김신의,Unranked,WIN,Sett,mid,12 , 0 , 8 ,0.00
김신의,Unranked,WIN,Garen,jungle,0 , 0 , 4,4.00
김신의,Unranked,WIN,Darius,top,42 , 0 , 2 ,4.00
김신의,Unranked,WIN,Darius,top,11 , 0 , 0 ,1.00
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Vayne,top,4 , 4 , 2,1.50
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Zeri,mid,2 , 14 , 8,0.71
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Zoe,mid,6 , 10 , 8,1.40
IJlJlJlJlJlJlJlI,Silver 2,LOSS,LeeSin,jungle,6 , 12 , 8,1.17
IJlJlJlJlJlJlJlI,Silver 2,LOSS,LeeSin,jungle,1 , 3 , 1,0.67
IJlJlJlJlJlJlJlI,Silver 2,LOSS,MasterYi,jungle,6 , 15 , 6,0.80
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Syndra,support,1 , 11 , 4,0.45
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Darius,top,5 , 14 , 4,0.64
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Syndra,support,2 , 7 , 9,1.57
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Syndra,support,3 , 8 , 4,0.88
IJlJlJlJlJlJlJlI,Silver 2,WIN,Syndra,support,4 , 6 , 5,1.50
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Gnar,support,6 , 11 , 25,2.82
IJlJlJlJlJlJlJlI,Silver 2,WIN,Riven,support,26 , 12 , 15,3.42
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Nautilus,support,8 , 12 , 25,2.75
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Riven,top,14 , 8 , 8,2.75
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Jayce,top,5 , 12 , 7,1.00
IJlJlJlJlJlJlJlI,Silver 2,WIN,Pantheon,top,11 , 9 , 6,1.89
IJlJlJlJlJlJlJlI,Silver 2,WIN,Pantheon,top,13 , 3 , 8,7.00
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Lucian,mid,3 , 7 , 2,0.71
IJlJlJlJlJlJlJlI,Silver 2,WIN,Xerath,mid,1 , 6 , 8,1.50
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Akali,top,7 , 6 , 3,1.67
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Ezreal,adc,0 , 2 , 0,0.00
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Jayce,top,3 , 7 , 2,0.71
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Xerath,support,1 , 9 , 0,0.11
IJlJlJlJlJlJlJlI,Silver 2,WIN,Jayce,top,6 , 6 , 8,2.33
IJlJlJlJlJlJlJlI,Silver 2,WIN,Pantheon,top,2 , 5 , 14,3.20
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Ezreal,adc,2 , 7 , 5,1.00
IJlJlJlJlJlJlJlI,Silver 2,WIN,Samira,adc,14 , 1 , 7 ,1.00
IJlJlJlJlJlJlJlI,Silver 2,WIN,Lucian,adc,7 , 2 , 8,7.50
IJlJlJlJlJlJlJlI,Silver 2,LOSS,Graves,adc,27 , 10 , 17,4.40
GayKim,Gold 3,LOSS,Kayle,top,7 , 13 , 6,1.00
GayKim,Gold 3,LOSS,Kayle,top,10 , 9 , 2,1.33
GayKim,Gold 3,RE,Kayle,top,0 , 0 , 0,0.00
GayKim,Gold 3,WIN,MasterYi,jungle,6 , 2 , 1,3.50
GayKim,Gold 3,WIN,Lucian,top,13 , 12 , 6,1.58
GayKim,Gold 3,LOSS,MasterYi,jungle,3 , 10 , 3,0.60
GayKim,Gold 3,WIN,MasterYi,jungle,24 , 10 , 1,2.50
GayKim,Gold 3,WIN,MasterYi,jungle,21 , 9 , 7,3.11
GayKim,Gold 3,LOSS,Lucian,mid,15 , 15 , 4,1.27
GayKim,Gold 3,LOSS,Ezreal,top,8 , 6 , 2,1.67
GayKim,Gold 3,WIN,Lucian,top,4 , 10 , 11,1.50
GayKim,Gold 3,WIN,Lucian,top,12 , 6 , 2,2.33
GayKim,Gold 3,LOSS,Ezreal,top,7 , 10 , 3,1.00
GayKim,Gold 3,WIN,Lissandra,mid,8 , 5 , 6,2.80
GayKim,Gold 3,LOSS,Lissandra,support,2 , 14 , 8,0.71
GayKim,Gold 3,LOSS,Hecarim,jungle,5 , 11 , 8,1.18
GayKim,Gold 3,WIN,Hecarim,jungle,20 , 9 , 11,3.44
GayKim,Gold 3,LOSS,Kayle,top,7 , 11 , 7,1.27
GayKim,Gold 3,LOSS,Malphite,support,4 , 8 , 3,0.88
GayKim,Gold 3,LOSS,Morgana,support,4 , 7 , 3,1.00
GayKim,Gold 3,LOSS,Morgana,support,5 , 3 , 5,3.33
GayKim,Gold 3,WIN,Morgana,support,1 , 5 , 8,1.80
GayKim,Gold 3,WIN,Lucian,top,15 , 11 , 2,1.55
GayKim,Gold 3,LOSS,Hecarim,jungle,16 , 10 , 6,2.20
GayKim,Gold 3,WIN,Hecarim,jungle,17 , 7 , 10,3.86
GayKim,Gold 3,LOSS,Lissandra,mid,9 , 17 , 15,1.41
GayKim,Gold 3,LOSS,Lissandra,mid,5 , 12 , 6,0.92
GayKim,Gold 3,WIN,Lissandra,mid,6 , 10 , 9,1.50
GayKim,Gold 3,LOSS,Lissandra,mid,9 , 12 , 9,1.50
GayKim,Gold 3,WIN,Lissandra,mid,14 , 13 , 12,2.00
하늘 색스 타킹,Silver 2,WIN,Jayce,top,14 , 3 , 6,6.67
하늘 색스 타킹,Silver 2,WIN,Jayce,mid,7 , 5 , 8,3.00
하늘 색스 타킹,Silver 2,LOSS,Ezreal,adc,13 , 7 , 7,2.86
하늘 색스 타킹,Silver 2,LOSS,Syndra,mid,4 , 3 , 5,3.00
하늘 색스 타킹,Silver 2,LOSS,Kennen,top,3 , 7 , 7,1.43
하늘 색스 타킹,Silver 2,WIN,Fiora,top,12 , 3 , 8,6.67
하늘 색스 타킹,Silver 2,LOSS,Teemo,jungle,7 , 9 , 12,2.11
하늘 색스 타킹,Silver 2,WIN,Viego,support,6 , 4 , 7,3.25
하늘 색스 타킹,Silver 2,WIN,Caitlyn,adc,5 , 4 , 4,2.25
하늘 색스 타킹,Silver 2,LOSS,Taliyah,support,4 , 8 , 7,1.38
하늘 색스 타킹,Silver 2,WIN,Gwen,top,9 , 7 , 8,2.43
