0,1,2,3,4,5,6,7,8
국가대표 징크스,Bronze 1,WIN,Jinx,adc,11 , 2 , 5,8.00
국가대표 징크스,Bronze 1,WIN,Jinx,adc,8 , 10 , 4,1.20
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,2 , 3 , 1,1.00
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,4 , 5 , 6,2.00
국가대표 징크스,Bronze 1,WIN,Ashe,adc,6 , 5 , 3,1.80
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,4 , 4 , 0,1.00
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,0 , 6 , 1,0.17
국가대표 징크스,Bronze 1,WIN,Jinx,adc,18 , 8 , 6,3.00
국가대표 징크스,Bronze 1,WIN,Jinx,adc,15 , 6 , 4,3.17
국가대표 징크스,Bronze 1,WIN,Jinx,adc,16 , 6 , 10,4.33
국가대표 징크스,Bronze 1,WIN,Jinx,adc,15 , 2 , 8 ,1.50
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,20 , 12 , 9,2.42
국가대표 징크스,Bronze 1,WIN,Jinx,adc,11 , 10 , 11,2.20
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,3 , 10 , 0,0.30
국가대표 징크스,Bronze 1,WIN,Jinx,adc,9 , 2 , 1,5.00
국가대표 징크스,Bronze 1,WIN,Jinx,adc,20 , 5 , 7,5.40
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,10 , 8 , 5,1.88
국가대표 징크스,Bronze 1,LOSS,Nunu,mid,0 , 4 , 0,0.00
국가대표 징크스,Bronze 1,WIN,Jinx,adc,18 , 3 , 10,9.33
국가대표 징크스,Bronze 1,WIN,Jinx,adc,6 , 5 , 11,3.40
국가대표 징크스,Bronze 1,WIN,Jinx,adc,5 , 5 , 12,3.40
국가대표 징크스,Bronze 1,WIN,Jinx,adc,0 , 1 , 0,0.00
국가대표 징크스,Bronze 1,WIN,Jinx,adc,10 , 9 , 14,2.67
국가대표 징크스,Bronze 1,WIN,Jinx,adc,13 , 8 , 12,3.13
국가대표 징크스,Bronze 1,LOSS,Jinx,adc,0 , 1 , 1,1.00
국가대표 징크스,Bronze 1,WIN,Jinx,adc,15 , 4 , 3,4.50
국가대표 징크스,Bronze 1,WIN,Jinx,adc,7 , 6 , 2,1.50
국가대표 징크스,Bronze 1,LOSS,Ashe,adc,7 , 10 , 6,1.30
국가대표 징크스,Bronze 1,WIN,Ashe,adc,13 , 0 , 1 ,4.00
국가대표 징크스,Bronze 1,WIN,Jinx,adc,0 , 4 , 4,1.00
카정간닷,Silver 2,WIN,Diana,jungle,17 , 12 , 16,2.75
카정간닷,Silver 2,LOSS,Zed,mid,5 , 7 , 4,1.29
카정간닷,Silver 2,WIN,Ekko,jungle,14 , 3 , 12,8.67
카정간닷,Silver 2,WIN,Graves,jungle,4 , 1 , 2,6.00
카정간닷,Silver 2,LOSS,Zed,jungle,13 , 9 , 2,1.67
카정간닷,Silver 2,LOSS,Ekko,mid,10 , 12 , 17,2.25
카정간닷,Silver 2,WIN,Blitzcrank,jungle,5 , 8 , 12,2.13
카정간닷,Silver 2,LOSS,Diana,mid,12 , 10 , 11,2.30
카정간닷,Silver 2,WIN,Qiyana,jungle,15 , 10 , 16,3.10
카정간닷,Silver 2,LOSS,Blitzcrank,adc,6 , 14 , 22,2.00
카정간닷,Silver 2,WIN,Kindred,mid,11 , 13 , 16,2.08
카정간닷,Silver 2,WIN,Zed,jungle,6 , 2 , 5,5.50
카정간닷,Silver 2,LOSS,MasterYi,jungle,4 , 2 , 3,3.50
카정간닷,Silver 2,LOSS,Zed,jungle,6 , 5 , 7,2.60
카정간닷,Silver 2,LOSS,Graves,jungle,5 , 5 , 0,1.00
카정간닷,Silver 2,WIN,Diana,jungle,7 , 9 , 22,3.22
카정간닷,Silver 2,WIN,Fizz,mid,16 , 16 , 18,2.13
카정간닷,Silver 2,WIN,Akali,mid,6 , 4 , 8,3.50
카정간닷,Silver 2,WIN,Diana,jungle,20 , 14 , 26,3.29
카정간닷,Silver 2,WIN,Mordekaiser,mid,10 , 8 , 17,3.38
카정간닷,Silver 2,WIN,Qiyana,jungle,17 , 16 , 24,2.56
카정간닷,Silver 2,WIN,Sett,mid,6 , 9 , 17,2.56
카정간닷,Silver 2,WIN,Ekko,jungle,5 , 7 , 4,1.29
카정간닷,Silver 2,WIN,Zed,jungle,18 , 7 , 5,3.29
카정간닷,Silver 2,WIN,LeeSin,jungle,7 , 5 , 5,2.40
카정간닷,Silver 2,WIN,Sylas,jungle,4 , 4 , 12,4.00
카정간닷,Silver 2,LOSS,Graves,jungle,4 , 10 , 10,1.40
카정간닷,Silver 2,WIN,LeeSin,jungle,6 , 4 , 4,2.50
카정간닷,Silver 2,LOSS,Zed,jungle,0 , 3 , 1,0.33
카정간닷,Silver 2,LOSS,Graves,jungle,3 , 4 , 1,1.00
골드한정세체원,Gold 2,WIN,Xayah,adc,8 , 4 , 15,5.75
골드한정세체원,Gold 2,LOSS,Maokai,jungle,2 , 10 , 12,1.40
골드한정세체원,Gold 2,WIN,Leblanc,mid,3 , 2 , 7,5.00
골드한정세체원,Gold 2,LOSS,Ashe,adc,2 , 7 , 10,1.71
골드한정세체원,Gold 2,LOSS,Morgana,support,2 , 6 , 4,1.00
골드한정세체원,Gold 2,LOSS,Morgana,support,6 , 6 , 5,1.83
골드한정세체원,Gold 2,WIN,Ahri,mid,3 , 2 , 3,3.00
골드한정세체원,Gold 2,WIN,Orianna,mid,8 , 7 , 12,2.86
골드한정세체원,Gold 2,WIN,Thresh,support,4 , 2 , 13,8.50
골드한정세체원,Gold 2,LOSS,Ashe,adc,4 , 4 , 7,2.75
골드한정세체원,Gold 2,LOSS,Ezreal,adc,11 , 7 , 6,2.43
골드한정세체원,Gold 2,WIN,Ahri,mid,1 , 4 , 14,3.75
골드한정세체원,Gold 2,WIN,Orianna,mid,8 , 5 , 16,4.80
골드한정세체원,Gold 2,WIN,Ahri,mid,5 , 1 , 2,7.00
골드한정세체원,Gold 2,LOSS,Ezreal,adc,5 , 8 , 7,1.50
골드한정세체원,Gold 2,LOSS,Ezreal,adc,7 , 6 , 6,2.17
골드한정세체원,Gold 2,LOSS,Ezreal,adc,4 , 3 , 1,1.67
골드한정세체원,Gold 2,WIN,Ezreal,adc,6 , 2 , 6,6.00
골드한정세체원,Gold 2,LOSS,Ezreal,adc,7 , 6 , 8,2.50
골드한정세체원,Gold 2,LOSS,Ezreal,adc,3 , 7 , 3,0.86
골드한정세체원,Gold 2,WIN,Ezreal,adc,6 , 3 , 14,6.67
골드한정세체원,Gold 2,WIN,Ezreal,adc,5 , 0 , 6 ,1.00
골드한정세체원,Gold 2,WIN,Ezreal,adc,15 , 4 , 10,6.25
골드한정세체원,Gold 2,RE,Ezreal,adc,0 , 1 , 0,0.00
골드한정세체원,Gold 2,LOSS,Ezreal,adc,0 , 2 , 2,1.00
골드한정세체원,Gold 2,LOSS,Ezreal,adc,10 , 8 , 14,3.00
골드한정세체원,Gold 2,LOSS,Ashe,adc,11 , 9 , 15,2.89
골드한정세체원,Gold 2,WIN,Ezreal,adc,9 , 1 , 1 ,0.00
골드한정세체원,Gold 2,WIN,Ezreal,adc,6 , 3 , 12,6.00
골드한정세체원,Gold 2,WIN,Ezreal,adc,6 , 0 , 5 ,1.00
쨍 돌,Silver 4,LOSS,Vayne,adc,7 , 12 , 3,0.83
쨍 돌,Silver 4,LOSS,Karthus,adc,12 , 16 , 33,2.81
쨍 돌,Silver 4,WIN,Graves,jungle,6 , 4 , 5,2.75
쨍 돌,Silver 4,LOSS,MissFortune,adc,11 , 11 , 6,1.55
쨍 돌,Silver 4,LOSS,Lucian,adc,4 , 10 , 8,1.20
쨍 돌,Silver 4,WIN,Jinx,adc,12 , 8 , 16,3.50
쨍 돌,Silver 4,LOSS,Tristana,adc,6 , 8 , 16,2.75
쨍 돌,Silver 4,WIN,Lillia,jungle,11 , 12 , 16,2.25
쨍 돌,Silver 4,LOSS,Brand,top,9 , 11 , 5,1.27
쨍 돌,Silver 4,WIN,Teemo,top,3 , 6 , 11,2.33
쨍 돌,Silver 4,LOSS,Nami,support,0 , 2 , 4,2.00
쨍 돌,Silver 4,WIN,Zilean,support,6 , 9 , 43,5.44
쨍 돌,Silver 4,LOSS,Yasuo,adc,8 , 11 , 4,1.09
쨍 돌,Silver 4,LOSS,Caitlyn,adc,7 , 11 , 7,1.27
쨍 돌,Silver 4,LOSS,LeeSin,jungle,6 , 4 , 4,2.50
쨍 돌,Silver 4,LOSS,Ezreal,adc,4 , 8 , 7,1.38
쨍 돌,Silver 4,WIN,Viego,jungle,10 , 5 , 11,4.20
쨍 돌,Silver 4,WIN,Fiora,mid,11 , 7 , 7,2.57
쨍 돌,Silver 4,LOSS,Vayne,top,5 , 4 , 3,2.00
쨍 돌,Silver 4,LOSS,Blitzcrank,support,1 , 9 , 22,2.56
쨍 돌,Silver 4,WIN,Yasuo,adc,5 , 5 , 13,3.60
쨍 돌,Silver 4,WIN,Jayce,top,4 , 3 , 7,3.67
쨍 돌,Silver 4,LOSS,Fizz,jungle,2 , 9 , 4,0.67
쨍 돌,Silver 4,WIN,Jinx,adc,8 , 3 , 10,6.00
쨍 돌,Silver 4,LOSS,Ezreal,adc,11 , 7 , 2,1.86
쨍 돌,Silver 4,LOSS,Kayn,jungle,9 , 4 , 6,3.75
쨍 돌,Silver 4,LOSS,LeeSin,jungle,8 , 5 , 19,5.40
쨍 돌,Silver 4,LOSS,Ezreal,adc,5 , 10 , 12,1.70
쨍 돌,Silver 4,WIN,Ezreal,adc,13 , 2 , 6,9.50
쨍 돌,Silver 4,LOSS,Vayne,adc,7 , 5 , 8,3.00
쿠리한,Silver 1,LOSS,Draven,adc,7 , 2 , 2,4.50
쿠리한,Silver 1,WIN,Aphelios,adc,12 , 0 , 3 ,5.00
쿠리한,Silver 1,LOSS,Xerath,top,5 , 8 , 17,2.75
쿠리한,Silver 1,WIN,Aphelios,mid,23 , 8 , 24,5.88
쿠리한,Silver 1,WIN,Nunu,jungle,26 , 19 , 19,2.37
쿠리한,Silver 1,LOSS,Draven,adc,5 , 7 , 2,1.00
쿠리한,Silver 1,LOSS,Draven,adc,6 , 4 , 3,2.25
쿠리한,Silver 1,WIN,Varus,jungle,14 , 8 , 16,3.75
쿠리한,Silver 1,WIN,Kennen,jungle,6 , 7 , 16,3.14
쿠리한,Silver 1,LOSS,Draven,adc,18 , 4 , 6,6.00
쿠리한,Silver 1,LOSS,Draven,adc,6 , 8 , 8,1.75
쿠리한,Silver 1,WIN,Draven,adc,3 , 4 , 8,2.75
쿠리한,Silver 1,LOSS,KogMaw,adc,1 , 4 , 0,0.25
쿠리한,Silver 1,WIN,Bard,adc,20 , 10 , 17,3.70
쿠리한,Silver 1,LOSS,Draven,adc,1 , 7 , 3,0.57
쿠리한,Silver 1,WIN,Aphelios,adc,4 , 2 , 5,4.50
쿠리한,Silver 1,LOSS,Aphelios,adc,6 , 8 , 11,2.13
쿠리한,Silver 1,LOSS,Lucian,adc,11 , 10 , 6,1.70
쿠리한,Silver 1,LOSS,Lucian,adc,2 , 3 , 5,2.33
쿠리한,Silver 1,WIN,Lucian,adc,9 , 0 , 13 ,2.00
쿠리한,Silver 1,WIN,Lucian,adc,14 , 5 , 6,4.00
쿠리한,Silver 1,WIN,Draven,adc,7 , 2 , 5,6.00
쿠리한,Silver 1,LOSS,Draven,adc,11 , 10 , 4,1.50
쿠리한,Silver 1,LOSS,Kindred,mid,13 , 12 , 17,2.50
쿠리한,Silver 1,LOSS,Quinn,jungle,18 , 15 , 14,2.13
쿠리한,Silver 1,WIN,Jayce,adc,14 , 7 , 19,4.71
쿠리한,Silver 1,LOSS,Jhin,adc,13 , 7 , 13,3.71
쿠리한,Silver 1,LOSS,TwistedFate,adc,7 , 8 , 6,1.63
쿠리한,Silver 1,WIN,Draven,adc,31 , 5 , 9,8.00
쿠리한,Silver 1,WIN,Vayne,adc,11 , 12 , 13,2.00
Nimoni,Platinum 4,LOSS,Katarina,mid,1 , 12 , 2,0.25
Nimoni,Platinum 4,WIN,Sylas,mid,15 , 5 , 9,4.80
Nimoni,Platinum 4,LOSS,Samira,adc,3 , 8 , 5,1.00
Nimoni,Platinum 4,LOSS,Nautilus,support,3 , 10 , 16,1.90
Nimoni,Platinum 4,WIN,Caitlyn,adc,14 , 3 , 11,8.33
Nimoni,Platinum 4,WIN,Kaisa,adc,17 , 6 , 13,5.00
Nimoni,Platinum 4,LOSS,Vladimir,mid,26 , 4 , 6,8.00
Nimoni,Platinum 4,LOSS,Graves,jungle,3 , 7 , 10,1.86
Nimoni,Platinum 4,WIN,Graves,jungle,7 , 5 , 8,3.00
Nimoni,Platinum 4,LOSS,Zeri,adc,9 , 9 , 10,2.11
Nimoni,Platinum 4,LOSS,Veigar,mid,2 , 9 , 2,0.44
Nimoni,Platinum 4,LOSS,Ezreal,adc,3 , 4 , 1,1.00
Nimoni,Platinum 4,WIN,Kaisa,adc,22 , 8 , 13,4.38
Nimoni,Platinum 4,LOSS,Kayn,jungle,10 , 15 , 10,1.33
Nimoni,Platinum 4,LOSS,Kayn,jungle,0 , 6 , 2,0.33
Nimoni,Platinum 4,LOSS,Kayn,jungle,12 , 9 , 1,1.44
Nimoni,Platinum 4,LOSS,Rakan,support,1 , 9 , 17,2.00
Nimoni,Platinum 4,WIN,Nautilus,support,2 , 4 , 18,5.00
Nimoni,Platinum 4,WIN,Rakan,support,1 , 2 , 10,5.50
Nimoni,Platinum 4,WIN,Zeri,adc,10 , 10 , 10,2.00
Nimoni,Platinum 4,WIN,Viego,jungle,8 , 9 , 13,2.33
Nimoni,Platinum 4,LOSS,Ahri,mid,4 , 3 , 2,2.00
Nimoni,Platinum 4,RE,Vex,mid,0 , 0 , 1,1.00
Nimoni,Platinum 4,LOSS,XinZhao,jungle,6 , 5 , 3,1.80
Nimoni,Platinum 4,LOSS,Kaisa,adc,15 , 7 , 10,3.57
Nimoni,Platinum 4,LOSS,Samira,adc,4 , 8 , 9,1.63
Nimoni,Platinum 4,LOSS,Samira,adc,1 , 5 , 0,0.20
Nimoni,Platinum 4,LOSS,Aphelios,adc,9 , 6 , 7,2.67
Nimoni,Platinum 4,LOSS,Jinx,adc,5 , 6 , 11,2.67
Nimoni,Platinum 4,WIN,Zeri,adc,11 , 5 , 13,4.80
I am Post Malone,Silver 2,LOSS,Ezreal,adc,5 , 14 , 7,0.86
I am Post Malone,Silver 2,LOSS,Irelia,adc,2 , 11 , 2,0.36
I am Post Malone,Silver 2,WIN,Yone,adc,24 , 6 , 4,4.67
I am Post Malone,Silver 2,LOSS,Aatrox,adc,5 , 9 , 2,0.78
I am Post Malone,Silver 2,LOSS,Tristana,adc,10 , 10 , 3,1.30
I am Post Malone,Silver 2,WIN,Lucian,adc,21 , 14 , 6,1.93
I am Post Malone,Silver 2,WIN,Ezreal,adc,18 , 9 , 16,3.78
I am Post Malone,Silver 2,WIN,Riven,mid,15 , 6 , 13,4.67
I am Post Malone,Silver 2,LOSS,Jhin,top,3 , 5 , 11,2.80
I am Post Malone,Silver 2,LOSS,Yasuo,support,13 , 12 , 13,2.17
I am Post Malone,Silver 2,WIN,Yasuo,jungle,9 , 8 , 17,3.25
I am Post Malone,Silver 2,WIN,Jayce,top,16 , 5 , 23,7.80
I am Post Malone,Silver 2,WIN,Irelia,mid,13 , 5 , 2,3.00
I am Post Malone,Silver 2,LOSS,Jinx,adc,1 , 9 , 1,0.22
I am Post Malone,Silver 2,WIN,Samira,adc,15 , 8 , 4,2.38
I am Post Malone,Silver 2,LOSS,Yone,adc,12 , 11 , 6,1.64
I am Post Malone,Silver 2,WIN,Lucian,adc,15 , 14 , 10,1.79
I am Post Malone,Silver 2,WIN,Brand,adc,4 , 6 , 23,4.50
I am Post Malone,Silver 2,LOSS,Sylas,support,7 , 9 , 13,2.22
I am Post Malone,Silver 2,LOSS,Jhin,support,5 , 7 , 14,2.71
I am Post Malone,Silver 2,LOSS,Jayce,support,10 , 5 , 9,3.80
I am Post Malone,Silver 2,WIN,Khazix,support,3 , 6 , 16,3.17
I am Post Malone,Silver 2,LOSS,Vi,top,17 , 14 , 29,3.29
I am Post Malone,Silver 2,WIN,Pantheon,top,16 , 9 , 16,3.56
I am Post Malone,Silver 2,LOSS,Camille,top,0 , 9 , 15,1.67
I am Post Malone,Silver 2,LOSS,Khazix,top,26 , 16 , 11,2.31
I am Post Malone,Silver 2,WIN,Xayah,adc,10 , 8 , 31,5.13
I am Post Malone,Silver 2,WIN,Vayne,top,11 , 6 , 13,4.00
I am Post Malone,Silver 2,WIN,Jhin,mid,10 , 2 , 18 ,4.00
I am Post Malone,Silver 2,LOSS,Talon,support,2 , 4 , 7,2.25
안스타99,Gold 3,LOSS,Syndra,mid,5 , 3 , 0,1.67
안스타99,Gold 3,LOSS,Vex,support,2 , 7 , 2,0.57
안스타99,Gold 3,WIN,Vex,mid,16 , 2 , 3,9.50
안스타99,Gold 3,WIN,TwistedFate,mid,5 , 3 , 8,4.33
안스타99,Gold 3,LOSS,Vex,mid,13 , 8 , 7,2.50
안스타99,Gold 3,WIN,Vex,support,9 , 7 , 8,2.43
안스타99,Gold 3,WIN,LeeSin,jungle,13 , 3 , 6,6.33
안스타99,Gold 3,WIN,Sett,support,6 , 6 , 18,4.00
안스타99,Gold 3,LOSS,Yasuo,mid,8 , 8 , 1,1.13
안스타99,Gold 3,LOSS,LeeSin,jungle,13 , 2 , 5,9.00
안스타99,Gold 3,WIN,Kalista,adc,9 , 2 , 4,6.50
안스타99,Gold 3,WIN,Akali,top,4 , 6 , 6,1.67
안스타99,Gold 3,LOSS,Elise,jungle,4 , 3 , 8,4.00
안스타99,Gold 3,WIN,Nidalee,jungle,14 , 0 , 5 ,9.00
안스타99,Gold 3,WIN,Elise,jungle,2 , 4 , 19,5.25
2g핸드폰폭망,Gold 4,LOSS,Morgana,support,2 , 15 , 8,0.67
2g핸드폰폭망,Gold 4,LOSS,Karma,support,0 , 6 , 1,0.17
2g핸드폰폭망,Gold 4,WIN,JarvanIV,support,3 , 4 , 12,3.75
2g핸드폰폭망,Gold 4,LOSS,Heimerdinger,support,1 , 12 , 6,0.58
2g핸드폰폭망,Gold 4,LOSS,Ziggs,support,2 , 8 , 5,0.88
2g핸드폰폭망,Gold 4,WIN,JarvanIV,support,1 , 9 , 17,2.00
2g핸드폰폭망,Gold 4,LOSS,Morgana,support,2 , 4 , 3,1.25
2g핸드폰폭망,Gold 4,WIN,Alistar,support,0 , 4 , 11,2.75
2g핸드폰폭망,Gold 4,LOSS,Lux,support,4 , 15 , 16,1.33
2g핸드폰폭망,Gold 4,WIN,Lulu,support,3 , 4 , 10,3.25
2g핸드폰폭망,Gold 4,WIN,Karma,support,2 , 5 , 9,2.20
2g핸드폰폭망,Gold 4,LOSS,Rakan,support,1 , 5 , 9,2.00
2g핸드폰폭망,Gold 4,LOSS,Soraka,support,2 , 8 , 5,0.88
2g핸드폰폭망,Gold 4,LOSS,Heimerdinger,support,2 , 4 , 10,3.00
2g핸드폰폭망,Gold 4,LOSS,Leona,support,0 , 13 , 20,1.54
2g핸드폰폭망,Gold 4,LOSS,Nami,support,0 , 8 , 9,1.13
2g핸드폰폭망,Gold 4,LOSS,Lulu,support,0 , 10 , 18,1.80
2g핸드폰폭망,Gold 4,LOSS,Morgana,support,1 , 8 , 16,2.13
2g핸드폰폭망,Gold 4,LOSS,Lux,support,1 , 8 , 16,2.13
2g핸드폰폭망,Gold 4,WIN,Blitzcrank,support,0 , 10 , 22,2.20
2g핸드폰폭망,Gold 4,LOSS,Janna,support,1 , 13 , 5,0.46
2g핸드폰폭망,Gold 4,WIN,Lulu,support,1 , 5 , 10,2.20
2g핸드폰폭망,Gold 4,WIN,Morgana,support,5 , 15 , 29,2.27
2g핸드폰폭망,Gold 4,WIN,Janna,support,0 , 2 , 13,6.50
2g핸드폰폭망,Gold 4,WIN,Morgana,support,2 , 9 , 15,1.89
2g핸드폰폭망,Gold 4,LOSS,Rakan,support,1 , 10 , 7,0.80
2g핸드폰폭망,Gold 4,WIN,Rakan,support,1 , 11 , 17,1.64
2g핸드폰폭망,Gold 4,LOSS,Nidalee,jungle,6 , 12 , 10,1.33
2g핸드폰폭망,Gold 4,LOSS,Shaco,jungle,4 , 6 , 8,2.00
2g핸드폰폭망,Gold 4,LOSS,JarvanIV,jungle,2 , 9 , 9,1.22
멀리서보면푸른봄,Unranked,LOSS,Yuumi,support,2 , 6 , 5,1.17
멀리서보면푸른봄,Unranked,WIN,Varus,support,0 , 3 , 3,1.00
멀리서보면푸른봄,Unranked,WIN,Yone,support,3 , 14 , 10,0.93
멀리서보면푸른봄,Unranked,LOSS,Zoe,mid,5 , 9 , 10,1.67
멀리서보면푸른봄,Unranked,LOSS,Yuumi,jungle,9 , 9 , 32,4.56
멀리서보면푸른봄,Unranked,WIN,Zyra,support,0 , 8 , 15,1.88
멀리서보면푸른봄,Unranked,WIN,Yuumi,support,1 , 6 , 18,3.17
멀리서보면푸른봄,Unranked,WIN,Yuumi,support,2 , 2 , 25 ,3.50
멀리서보면푸른봄,Unranked,WIN,Kaisa,adc,2 , 4 , 7,2.25
멀리서보면푸른봄,Unranked,WIN,Zyra,support,4 , 7 , 19,3.29
멀리서보면푸른봄,Unranked,WIN,Veigar,support,9 , 12 , 22,2.58
멀리서보면푸른봄,Unranked,LOSS,Veigar,support,4 , 7 , 7,1.57
멀리서보면푸른봄,Unranked,LOSS,Yuumi,support,5 , 5 , 28,6.60
멀리서보면푸른봄,Unranked,WIN,Yuumi,support,1 , 0 , 12 ,3.00
멀리서보면푸른봄,Unranked,WIN,Yuumi,support,1 , 2 , 22 ,1.50
멀리서보면푸른봄,Unranked,WIN,Kaisa,adc,4 , 5 , 21,5.00
멀리서보면푸른봄,Unranked,WIN,Yuumi,support,2 , 0 , 4,6.00
멀리서보면푸른봄,Unranked,LOSS,Zyra,support,7 , 7 , 9,2.29
멀리서보면푸른봄,Unranked,LOSS,Veigar,support,6 , 8 , 19,3.13
멀리서보면푸른봄,Unranked,LOSS,Ashe,support,9 , 15 , 42,3.40
멀리서보면푸른봄,Unranked,WIN,Ashe,support,2 , 9 , 11,1.44
멀리서보면푸른봄,Unranked,LOSS,Malphite,support,2 , 7 , 5,1.00
멀리서보면푸른봄,Unranked,WIN,Kaisa,adc,9 , 10 , 16,2.50
멀리서보면푸른봄,Unranked,LOSS,Chogath,support,1 , 7 , 9,1.43
멀리서보면푸른봄,Unranked,WIN,Veigar,support,5 , 9 , 6,1.22
멀리서보면푸른봄,Unranked,LOSS,Yuumi,jungle,4 , 5 , 36,8.00
멀리서보면푸른봄,Unranked,LOSS,Veigar,support,5 , 6 , 6,1.83
멀리서보면푸른봄,Unranked,WIN,Yuumi,support,0 , 2 , 14,7.00
멀리서보면푸른봄,Unranked,LOSS,Nunu,jungle,2 , 5 , 20,4.40
멀리서보면푸른봄,Unranked,WIN,Yuumi,support,2 , 4 , 22,6.00
조수진123,Gold 4,LOSS,Rammus,support,6 , 13 , 17,1.77
조수진123,Gold 4,WIN,Trundle,support,11 , 3 , 8,6.33
조수진123,Gold 4,WIN,Hecarim,jungle,6 , 4 , 17,5.75
조수진123,Gold 4,LOSS,Varus,top,15 , 16 , 36,3.19
조수진123,Gold 4,WIN,Jinx,top,24 , 13 , 24,3.69
조수진123,Gold 4,LOSS,Trundle,support,2 , 8 , 5,0.88
조수진123,Gold 4,LOSS,Senna,support,0 , 10 , 5,0.50
조수진123,Gold 4,WIN,Zilean,support,1 , 1 , 17 ,8.00
조수진123,Gold 4,WIN,Soraka,support,0 , 6 , 26,4.33
조수진123,Gold 4,WIN,Nautilus,support,6 , 8 , 17,2.88
조수진123,Gold 4,LOSS,Varus,top,12 , 6 , 13,4.17
조수진123,Gold 4,WIN,Ashe,support,0 , 3 , 15,5.00
조수진123,Gold 4,LOSS,TwistedFate,support,2 , 11 , 19,1.91
조수진123,Gold 4,WIN,TwistedFate,support,3 , 2 , 16,9.50
조수진123,Gold 4,WIN,TwistedFate,support,2 , 7 , 15,2.43
조수진123,Gold 4,LOSS,Malphite,support,1 , 9 , 3,0.44
조수진123,Gold 4,LOSS,Rengar,support,3 , 12 , 6,0.75
조수진123,Gold 4,LOSS,Bard,support,0 , 13 , 8,0.62
조수진123,Gold 4,LOSS,Malphite,support,9 , 9 , 9,2.00
조수진123,Gold 4,LOSS,Janna,support,4 , 11 , 3,0.64
조수진123,Gold 4,WIN,Soraka,support,1 , 5 , 22,4.60
조수진123,Gold 4,WIN,Soraka,support,0 , 3 , 13,4.33
조수진123,Gold 4,WIN,Soraka,support,1 , 5 , 23,4.80
조수진123,Gold 4,WIN,Zilean,support,1 , 5 , 9,2.00
조수진123,Gold 4,LOSS,Hecarim,jungle,2 , 3 , 2,1.33
조수진123,Gold 4,RE,Hecarim,jungle,0 , 0 , 0,0.00
조수진123,Gold 4,WIN,Hecarim,jungle,5 , 2 , 10,7.50
조수진123,Gold 4,LOSS,Rammus,jungle,3 , 11 , 11,1.27
조수진123,Gold 4,WIN,Hecarim,jungle,5 , 4 , 7,3.00
조수진123,Gold 4,WIN,Hecarim,jungle,5 , 2 , 8,6.50
도성호상병님,Gold 1,LOSS,Graves,jungle,1 , 4 , 2,0.75
도성호상병님,Gold 1,WIN,LeeSin,jungle,4 , 0 , 8 ,2.00
도성호상병님,Gold 1,WIN,LeeSin,jungle,12 , 6 , 19,5.17
도성호상병님,Gold 1,LOSS,Yone,adc,5 , 5 , 3,1.60
도성호상병님,Gold 1,WIN,Vayne,adc,19 , 8 , 5,3.00
도성호상병님,Gold 1,WIN,Caitlyn,adc,9 , 5 , 8,3.40
도성호상병님,Gold 1,LOSS,Viktor,top,2 , 4 , 1,0.75
도성호상병님,Gold 1,WIN,Fiora,top,5 , 5 , 4,1.80
도성호상병님,Gold 1,WIN,Fiora,top,9 , 10 , 4,1.30
도성호상병님,Gold 1,LOSS,Akali,top,2 , 5 , 3,1.00
도성호상병님,Gold 1,WIN,Yasuo,top,15 , 6 , 3,3.00
도성호상병님,Gold 1,WIN,Vayne,adc,27 , 6 , 7,5.67
도성호상병님,Gold 1,WIN,Vayne,adc,13 , 3 , 3,5.33
도성호상병님,Gold 1,LOSS,Yone,adc,10 , 7 , 2,1.71
도성호상병님,Gold 1,WIN,Yone,mid,9 , 4 , 5,3.50
도성호상병님,Gold 1,WIN,Yone,adc,21 , 6 , 6,4.50
도성호상병님,Gold 1,WIN,Vayne,adc,12 , 1 , 2 ,4.00
도성호상병님,Gold 1,WIN,Yone,adc,15 , 7 , 7,3.14
도성호상병님,Gold 1,LOSS,Yasuo,adc,25 , 4 , 4,7.25
도성호상병님,Gold 1,WIN,Yone,adc,7 , 3 , 7,4.67
도성호상병님,Gold 1,RE,Nidalee,top,1 , 1 , 0,1.00
도성호상병님,Gold 1,WIN,Yone,top,10 , 14 , 9,1.36
도성호상병님,Gold 1,LOSS,Yone,mid,14 , 8 , 2,2.00
도성호상병님,Gold 1,LOSS,Graves,jungle,6 , 7 , 7,1.86
도성호상병님,Gold 1,WIN,Yasuo,mid,13 , 4 , 6,4.75
도성호상병님,Gold 1,WIN,Ezreal,adc,4 , 6 , 11,2.50
도성호상병님,Gold 1,LOSS,Yone,adc,4 , 5 , 5,1.80
도성호상병님,Gold 1,WIN,Yone,adc,8 , 5 , 10,3.60
도성호상병님,Gold 1,WIN,Ezreal,adc,11 , 7 , 12,3.29
도성호상병님,Gold 1,WIN,Yone,adc,13 , 6 , 5,3.00
피카츄라이츄꼬부기야도란,Gold 4,WIN,Zed,mid,17 , 8 , 9,3.25
피카츄라이츄꼬부기야도란,Gold 4,LOSS,Akali,mid,9 , 3 , 5,4.67
