유저명,티어,승패,챔피언,포지션,Kill,Death,Assist,킬관여율
조선족 원딜러,Gold 2,LOSS,Irelia,top,1 , 3 , 0,0.33
조선족 원딜러,Gold 2,WIN,Irelia,top,6 , 9 , 9,1.67
조선족 원딜러,Gold 2,LOSS,Irelia,top,9 , 10 , 8,1.70
kendrick scott,Unranked,LOSS,Riven,top,4 , 6 , 1,0.83
kendrick scott,Unranked,WIN,Darius,top,13 , 1 , 3 ,6.00
kendrick scott,Unranked,WIN,Yasuo,mid,10 , 7 , 3,1.86
kendrick scott,Unranked,LOSS,Darius,top,1 , 6 , 0,0.17
kendrick scott,Unranked,LOSS,Darius,top,14 , 10 , 4,1.80
kendrick scott,Unranked,LOSS,Darius,top,9 , 7 , 8,2.43
kendrick scott,Unranked,LOSS,Yasuo,top,1 , 6 , 0,0.17
kendrick scott,Unranked,RE,Darius,top,0 , 0 , 0,0.00
kendrick scott,Unranked,WIN,LeeSin,jungle,18 , 3 , 7,8.33
kendrick scott,Unranked,WIN,Darius,top,11 , 4 , 2,3.25
kendrick scott,Unranked,LOSS,Yasuo,mid,4 , 5 , 2,1.20
kendrick scott,Unranked,LOSS,Renekton,top,8 , 13 , 5,1.00
kendrick scott,Unranked,WIN,Yasuo,top,4 , 5 , 6,2.00
kendrick scott,Unranked,WIN,Aatrox,mid,7 , 5 , 13,4.00
kendrick scott,Unranked,LOSS,Sylas,top,5 , 7 , 6,1.57
kendrick scott,Unranked,WIN,Yasuo,mid,18 , 4 , 5,5.75
kendrick scott,Unranked,WIN,LeeSin,jungle,11 , 1 , 14 ,5.00
kendrick scott,Unranked,LOSS,Yasuo,mid,2 , 6 , 0,0.33
kendrick scott,Unranked,LOSS,Yasuo,mid,8 , 5 , 1,1.80
kendrick scott,Unranked,WIN,Yasuo,mid,9 , 6 , 9,3.00
kendrick scott,Unranked,LOSS,Yasuo,mid,5 , 6 , 2,1.17
kendrick scott,Unranked,LOSS,Yasuo,mid,3 , 5 , 4,1.40
kendrick scott,Unranked,WIN,Yasuo,mid,8 , 3 , 3,3.67
kendrick scott,Unranked,WIN,Yasuo,mid,14 , 0 , 1 ,5.00
kendrick scott,Unranked,WIN,Yone,mid,14 , 4 , 3,4.25
kendrick scott,Unranked,WIN,Aatrox,top,4 , 3 , 3,2.33
kendrick scott,Unranked,WIN,Yasuo,mid,11 , 6 , 3,2.33
kendrick scott,Unranked,LOSS,Yasuo,top,3 , 11 , 4,0.64
패배작 아이디,Unranked,LOSS,Tryndamere,adc,1 , 13 , 4,0.38
패배작 아이디,Unranked,WIN,Nidalee,mid,6 , 7 , 17,3.29
패배작 아이디,Unranked,WIN,Ezreal,adc,4 , 11 , 6,0.91
패배작 아이디,Unranked,LOSS,Yasuo,top,1 , 9 , 3,0.44
패배작 아이디,Unranked,WIN,Taliyah,jungle,3 , 2 , 5,4.00
패배작 아이디,Unranked,WIN,Ryze,adc,6 , 10 , 27,3.30
패배작 아이디,Unranked,WIN,Gwen,jungle,14 , 3 , 10,8.00
패배작 아이디,Unranked,WIN,Yasuo,top,8 , 3 , 2,3.33
패배작 아이디,Unranked,WIN,Ezreal,adc,12 , 11 , 5,1.55
패배작 아이디,Unranked,WIN,Gwen,top,4 , 1 , 2,6.00
패배작 아이디,Unranked,LOSS,Mordekaiser,jungle,11 , 11 , 11,2.00
패배작 아이디,Unranked,WIN,Darius,top,9 , 2 , 4,6.50
패배작 아이디,Unranked,WIN,LeeSin,jungle,28 , 2 , 4 ,6.00
패배작 아이디,Unranked,LOSS,Teemo,jungle,1 , 0 , 0,1.00
패배작 아이디,Unranked,LOSS,Teemo,support,1 , 7 , 0,0.14
패배작 아이디,Unranked,WIN,Teemo,top,1 , 5 , 2,0.60
패배작 아이디,Unranked,LOSS,Teemo,mid,2 , 5 , 0,0.40
패배작 아이디,Unranked,LOSS,Teemo,top,0 , 7 , 4,0.57
패배작 아이디,Unranked,LOSS,Teemo,support,2 , 2 , 1,1.50
패배작 아이디,Unranked,WIN,Pyke,adc,6 , 11 , 7,1.18
패배작 아이디,Unranked,LOSS,Leblanc,adc,16 , 9 , 9,2.78
패배작 아이디,Unranked,WIN,LeeSin,top,16 , 6 , 18,5.67
패배작 아이디,Unranked,WIN,Jinx,adc,15 , 12 , 8,1.92
패배작 아이디,Unranked,LOSS,Jinx,adc,7 , 16 , 7,0.88
패배작 아이디,Unranked,WIN,Jinx,mid,12 , 6 , 4,2.67
패배작 아이디,Unranked,WIN,Caitlyn,mid,6 , 0 , 1,7.00
패배작 아이디,Unranked,WIN,Ivern,jungle,0 , 2 , 3,1.50
패배작 아이디,Unranked,WIN,Teemo,top,2 , 2 , 4,3.00
패배작 아이디,Unranked,WIN,Ivern,top,0 , 2 , 8,4.00
선천적캐리증후군,Unranked,WIN,Tristana,adc,10 , 2 , 11 ,0.50
선천적캐리증후군,Unranked,WIN,Shaco,jungle,21 , 4 , 8,7.25
선천적캐리증후군,Unranked,LOSS,Caitlyn,top,5 , 9 , 18,2.56
선천적캐리증후군,Unranked,WIN,MonkeyKing,jungle,9 , 2 , 4,6.50
선천적캐리증후군,Unranked,WIN,Tristana,mid,4 , 1 , 6 ,0.00
선천적캐리증후군,Unranked,LOSS,Ryze,top,4 , 9 , 0,0.44
선천적캐리증후군,Unranked,WIN,Ryze,mid,15 , 5 , 7,4.40
선천적캐리증후군,Unranked,LOSS,Nunu,jungle,2 , 6 , 10,2.00
선천적캐리증후군,Unranked,WIN,Twitch,adc,15 , 0 , 5 ,0.00
선천적캐리증후군,Unranked,LOSS,Maokai,support,1 , 3 , 3,1.33
선천적캐리증후군,Unranked,LOSS,Ryze,top,0 , 2 , 1,0.50
선천적캐리증후군,Unranked,WIN,Warwick,top,24 , 10 , 5,2.90
선천적캐리증후군,Unranked,LOSS,TahmKench,jungle,25 , 10 , 8,3.30
선천적캐리증후군,Unranked,LOSS,Singed,top,1 , 6 , 3,0.67
선천적캐리증후군,Unranked,WIN,Trundle,top,12 , 4 , 3,3.75
선천적캐리증후군,Unranked,LOSS,Jayce,jungle,9 , 15 , 11,1.33
선천적캐리증후군,Unranked,WIN,Thresh,adc,13 , 1 , 7 ,0.00
선천적캐리증후군,Unranked,WIN,Draven,adc,12 , 6 , 5,2.83
선천적캐리증후군,Unranked,WIN,Shen,jungle,3 , 7 , 19,3.14
선천적캐리증후군,Unranked,LOSS,Kaisa,mid,16 , 6 , 6,3.67
선천적캐리증후군,Unranked,WIN,Shaco,jungle,4 , 1 , 2,6.00
선천적캐리증후군,Unranked,WIN,Poppy,jungle,4 , 1 , 4,8.00
선천적캐리증후군,Unranked,LOSS,Zed,mid,5 , 11 , 0,0.45
클레레,Unranked,LOSS,Lulu,mid,0 , 7 , 22,3.14
클레레,Unranked,WIN,MonkeyKing,jungle,3 , 8 , 31,4.25
클레레,Unranked,LOSS,Neeko,support,13 , 11 , 21,3.09
클레레,Unranked,WIN,Diana,jungle,15 , 7 , 12,3.86
클레레,Unranked,WIN,Lillia,jungle,4 , 3 , 3,2.33
클레레,Unranked,WIN,Kled,top,9 , 6 , 9,3.00
클레레,Unranked,LOSS,Kennen,support,7 , 12 , 19,2.17
클레레,Unranked,WIN,Neeko,adc,26 , 5 , 9,7.00
클레레,Unranked,WIN,Neeko,adc,16 , 4 , 12,7.00
클레레,Unranked,LOSS,Neeko,adc,18 , 13 , 2,1.54
클레레,Unranked,WIN,Neeko,adc,12 , 10 , 10,2.20
클레레,Unranked,WIN,Lucian,adc,6 , 8 , 4,1.25
클레레,Unranked,LOSS,Ashe,adc,1 , 9 , 3,0.44
클레레,Unranked,LOSS,Xayah,adc,12 , 14 , 6,1.29
클레레,Unranked,LOSS,Tristana,adc,8 , 12 , 6,1.17
클레레,Unranked,LOSS,Lucian,adc,5 , 17 , 9,0.82
클레레,Unranked,LOSS,Jhin,adc,3 , 14 , 9,0.86
클레레,Unranked,LOSS,Lucian,adc,2 , 5 , 1,0.60
클레레,Unranked,LOSS,Lucian,adc,14 , 10 , 4,1.80
클레레,Unranked,WIN,Lucian,adc,8 , 13 , 12,1.54
클레레,Unranked,WIN,Lucian,adc,14 , 9 , 12,2.89
클레레,Unranked,LOSS,Caitlyn,adc,2 , 10 , 5,0.70
클레레,Unranked,WIN,Xayah,adc,7 , 7 , 5,1.71
클레레,Unranked,WIN,Vayne,adc,9 , 11 , 8,1.55
클레레,Unranked,WIN,Lucian,adc,8 , 4 , 8,4.00
클레레,Unranked,WIN,Kled,mid,16 , 8 , 7,2.88
클레레,Unranked,RE,Galio,top,0 , 0 , 0,0.00
클레레,Unranked,LOSS,Ivern,support,3 , 8 , 23,3.25
클레레,Unranked,WIN,AurelionSol,jungle,7 , 14 , 23,2.14
클레레,Unranked,LOSS,Lucian,adc,3 , 5 , 4,1.40
임 뚜,Unranked,LOSS,Leona,top,5 , 15 , 28,2.20
임 뚜,Unranked,WIN,Veigar,support,9 , 6 , 12,3.50
임 뚜,Unranked,LOSS,Sivir,support,13 , 14 , 38,3.64
임 뚜,Unranked,WIN,Chogath,mid,12 , 7 , 19,4.43
임 뚜,Unranked,LOSS,Rakan,support,1 , 9 , 35,4.00
임 뚜,Unranked,LOSS,Karma,top,20 , 7 , 22,6.00
임 뚜,Unranked,LOSS,Anivia,top,2 , 9 , 19,2.33
임 뚜,Unranked,WIN,Heimerdinger,support,11 , 6 , 15,4.33
임 뚜,Unranked,LOSS,Malphite,jungle,16 , 19 , 21,1.95
임 뚜,Unranked,LOSS,Senna,adc,9 , 9 , 16,2.78
임 뚜,Unranked,LOSS,Chogath,jungle,2 , 9 , 15,1.89
임 뚜,Unranked,LOSS,Sivir,support,9 , 9 , 7,1.78
임 뚜,Unranked,LOSS,Soraka,mid,2 , 10 , 28,3.00
임 뚜,Unranked,LOSS,Anivia,top,7 , 10 , 21,2.80
임 뚜,Unranked,WIN,Thresh,support,4 , 8 , 38,5.25
임 뚜,Unranked,LOSS,Nidalee,jungle,14 , 7 , 5,2.71
임 뚜,Unranked,LOSS,Kaisa,top,16 , 13 , 11,2.08
임 뚜,Unranked,LOSS,Pyke,mid,15 , 8 , 18,4.13
임 뚜,Unranked,LOSS,Sona,top,3 , 12 , 41,3.67
임 뚜,Unranked,WIN,TwistedFate,top,3 , 10 , 22,2.50
임 뚜,Unranked,LOSS,Khazix,top,8 , 12 , 13,1.75
임 뚜,Unranked,WIN,Veigar,support,7 , 8 , 16,2.88
임 뚜,Unranked,WIN,Malphite,top,18 , 14 , 23,2.93
임 뚜,Unranked,LOSS,Kaisa,top,4 , 8 , 15,2.38
임 뚜,Unranked,LOSS,Malphite,top,3 , 11 , 13,1.45
임 뚜,Unranked,LOSS,Pantheon,support,7 , 6 , 4,1.83
임 뚜,Unranked,WIN,Lux,support,17 , 5 , 36 ,0.60
임 뚜,Unranked,LOSS,Seraphine,jungle,4 , 8 , 7,1.38
임 뚜,Unranked,LOSS,Amumu,support,7 , 10 , 22,2.90
임 뚜,Unranked,LOSS,Nasus,mid,8 , 10 , 15,2.30
X신병,Gold 4,WIN,MissFortune,support,8 , 13 , 41,3.77
X신병,Gold 4,WIN,Ryze,top,8 , 5 , 17,5.00
X신병,Gold 4,LOSS,Malphite,top,13 , 15 , 33,3.07
X신병,Gold 4,WIN,TwistedFate,jungle,3 , 7 , 8,1.57
X신병,Gold 4,LOSS,Velkoz,jungle,8 , 9 , 34,4.67
X신병,Gold 4,LOSS,Shen,jungle,8 , 10 , 42,5.00
X신병,Gold 4,WIN,Ezreal,adc,6 , 8 , 16,2.75
X신병,Gold 4,WIN,Neeko,jungle,2 , 6 , 21,3.83
X신병,Gold 4,LOSS,Leblanc,support,19 , 14 , 10,2.07
X신병,Gold 4,LOSS,MonkeyKing,jungle,7 , 14 , 20,1.93
X신병,Gold 4,WIN,Taliyah,jungle,8 , 6 , 14,3.67
X신병,Gold 4,LOSS,Kennen,jungle,5 , 11 , 27,2.91
X신병,Gold 4,LOSS,Vayne,mid,2 , 12 , 4,0.50
X신병,Gold 4,WIN,Viktor,adc,6 , 6 , 30,6.00
X신병,Gold 4,WIN,Lissandra,top,5 , 4 , 15,5.00
X신병,Gold 4,LOSS,Nautilus,adc,1 , 10 , 18,1.90
X신병,Gold 4,LOSS,MissFortune,top,7 , 8 , 32,4.88
X신병,Gold 4,LOSS,Varus,top,6 , 12 , 21,2.25
X신병,Gold 4,WIN,Malphite,adc,12 , 13 , 19,2.38
X신병,Gold 4,WIN,Swain,support,8 , 12 , 38,3.83
X신병,Gold 4,LOSS,LeeSin,mid,10 , 10 , 15,2.50
X신병,Gold 4,LOSS,Gnar,support,5 , 12 , 18,1.92
X신병,Gold 4,LOSS,Nidalee,jungle,4 , 8 , 3,0.88
X신병,Gold 4,LOSS,Elise,jungle,6 , 9 , 6,1.33
X신병,Gold 4,LOSS,MissFortune,support,1 , 8 , 7,1.00
X신병,Gold 4,WIN,Gragas,jungle,3 , 3 , 4,2.33
X신병,Gold 4,WIN,Taliyah,support,4 , 6 , 8,2.00
X신병,Gold 4,LOSS,Leblanc,support,13 , 12 , 17,2.50
X신병,Gold 4,WIN,Viktor,support,6 , 9 , 23,3.22
X신병,Gold 4,LOSS,Caitlyn,adc,4 , 11 , 13,1.55
BLongzhu,Gold 1,LOSS,Sylas,jungle,16 , 1 , 9 ,5.00
BLongzhu,Gold 1,WIN,Teemo,jungle,11 , 12 , 47,4.83
BLongzhu,Gold 1,WIN,Bard,jungle,11 , 12 , 41,4.33
BLongzhu,Gold 1,LOSS,MasterYi,mid,14 , 11 , 13,2.45
BLongzhu,Gold 1,LOSS,Thresh,mid,4 , 4 , 9,3.25
BLongzhu,Gold 1,WIN,MissFortune,jungle,3 , 3 , 28 ,0.33
BLongzhu,Gold 1,LOSS,Fizz,mid,15 , 11 , 5,1.82
BLongzhu,Gold 1,WIN,Ekko,support,11 , 12 , 20,2.58
BLongzhu,Gold 1,LOSS,Alistar,adc,7 , 9 , 10,1.89
BLongzhu,Gold 1,WIN,Renekton,top,6 , 3 , 10,5.33
BLongzhu,Gold 1,WIN,Gragas,top,2 , 0 , 2,4.00
BLongzhu,Gold 1,LOSS,Aatrox,top,2 , 8 , 2,0.50
BLongzhu,Gold 1,WIN,LeeSin,top,3 , 5 , 6,1.80
BLongzhu,Gold 1,LOSS,Nasus,top,7 , 4 , 4,2.75
BLongzhu,Gold 1,LOSS,Teemo,top,2 , 10 , 2,0.40
BLongzhu,Gold 1,LOSS,Lucian,top,2 , 4 , 3,1.25
BLongzhu,Gold 1,WIN,Ziggs,mid,7 , 8 , 32,4.88
BLongzhu,Gold 1,LOSS,Varus,mid,2 , 5 , 5,1.40
BLongzhu,Gold 1,WIN,Ashe,top,6 , 4 , 24,7.50
BLongzhu,Gold 1,LOSS,Viktor,top,10 , 6 , 29,6.50
BLongzhu,Gold 1,WIN,LeeSin,top,14 , 4 , 12,6.50
BLongzhu,Gold 1,WIN,Bard,jungle,8 , 4 , 16,6.00
IndiStar,Gold 1,LOSS,Gnar,support,2 , 3 , 0,0.67
IndiStar,Gold 1,WIN,Gnar,top,6 , 5 , 3,1.80
IndiStar,Gold 1,WIN,Gnar,top,8 , 1 , 7 ,5.00
IndiStar,Gold 1,WIN,Gnar,top,7 , 3 , 3,3.33
IndiStar,Gold 1,WIN,Gnar,top,3 , 1 , 1,4.00
IndiStar,Gold 1,WIN,Gnar,top,2 , 2 , 5,3.50
IndiStar,Gold 1,WIN,Gnar,top,6 , 6 , 8,2.33
IndiStar,Gold 1,WIN,Gnar,top,9 , 4 , 4,3.25
IndiStar,Gold 1,WIN,Gangplank,top,6 , 4 , 3,2.25
IndiStar,Gold 1,WIN,Gangplank,top,0 , 8 , 0,0.00
IndiStar,Gold 1,WIN,Gangplank,top,9 , 6 , 9,3.00
IndiStar,Gold 1,LOSS,Gangplank,top,1 , 5 , 4,1.00
IndiStar,Gold 1,LOSS,Gangplank,top,2 , 3 , 1,1.00
IndiStar,Gold 1,LOSS,Gangplank,top,9 , 10 , 5,1.40
IndiStar,Gold 1,LOSS,Gangplank,top,2 , 4 , 1,0.75
IndiStar,Gold 1,WIN,Garen,top,0 , 9 , 1,0.11
IndiStar,Gold 1,LOSS,Gangplank,top,4 , 5 , 4,1.60
IndiStar,Gold 1,LOSS,Yasuo,top,2 , 9 , 0,0.22
IndiStar,Gold 1,LOSS,Gangplank,top,16 , 5 , 9,5.00
IndiStar,Gold 1,LOSS,Gangplank,top,11 , 12 , 11,1.83
IndiStar,Gold 1,WIN,Gangplank,top,5 , 4 , 6,2.75
IndiStar,Gold 1,WIN,Gangplank,top,4 , 4 , 6,2.50
IndiStar,Gold 1,LOSS,Gangplank,top,3 , 6 , 0,0.50
IndiStar,Gold 1,LOSS,Gangplank,top,15 , 7 , 4,2.71
IndiStar,Gold 1,WIN,Gangplank,top,3 , 4 , 4,1.75
IndiStar,Gold 1,WIN,Gangplank,top,9 , 1 , 2 ,1.00
IndiStar,Gold 1,LOSS,Gangplank,top,3 , 2 , 3,3.00
IndiStar,Gold 1,WIN,Gangplank,top,8 , 5 , 11,3.80
IndiStar,Gold 1,LOSS,Riven,top,2 , 7 , 1,0.43
IndiStar,Gold 1,LOSS,Gangplank,top,1 , 6 , 0,0.17
좌파 탈출 지능순,Gold 2,LOSS,Akali,mid,10 , 4 , 13,5.75
좌파 탈출 지능순,Gold 2,WIN,Yone,mid,11 , 2 , 7,9.00
좌파 탈출 지능순,Gold 2,WIN,Vladimir,mid,9 , 4 , 8,4.25
좌파 탈출 지능순,Gold 2,LOSS,Irelia,top,12 , 9 , 6,2.00
좌파 탈출 지능순,Gold 2,WIN,Jayce,top,18 , 9 , 7,2.78
좌파 탈출 지능순,Gold 2,LOSS,Sivir,jungle,9 , 5 , 23,6.40
좌파 탈출 지능순,Gold 2,LOSS,Janna,support,0 , 1 , 1,1.00
좌파 탈출 지능순,Gold 2,LOSS,Jhin,adc,3 , 2 , 7,5.00
좌파 탈출 지능순,Gold 2,LOSS,Jhin,adc,9 , 6 , 11,3.33
좌파 탈출 지능순,Gold 2,WIN,Ezreal,adc,9 , 8 , 12,2.63
좌파 탈출 지능순,Gold 2,LOSS,Caitlyn,adc,2 , 6 , 5,1.17
좌파 탈출 지능순,Gold 2,WIN,Jhin,adc,6 , 0 , 6 ,2.00
좌파 탈출 지능순,Gold 2,WIN,Ezreal,adc,7 , 2 , 9,8.00
좌파 탈출 지능순,Gold 2,LOSS,Malphite,top,6 , 9 , 4,1.11
좌파 탈출 지능순,Gold 2,LOSS,Karma,support,1 , 10 , 6,0.70
좌파 탈출 지능순,Gold 2,LOSS,Malphite,top,4 , 7 , 9,1.86
좌파 탈출 지능순,Gold 2,LOSS,Leblanc,mid,7 , 9 , 8,1.67
좌파 탈출 지능순,Gold 2,LOSS,Malphite,top,2 , 5 , 8,2.00
좌파 탈출 지능순,Gold 2,WIN,Zed,mid,1 , 2 , 2,1.50
좌파 탈출 지능순,Gold 2,LOSS,Ezreal,adc,4 , 7 , 1,0.71
좌파 탈출 지능순,Gold 2,WIN,Leblanc,mid,7 , 3 , 6,4.33
좌파 탈출 지능순,Gold 2,LOSS,Leblanc,mid,2 , 7 , 4,0.86
좌파 탈출 지능순,Gold 2,WIN,Leblanc,mid,13 , 2 , 6,9.50
좌파 탈출 지능순,Gold 2,LOSS,Vex,mid,2 , 7 , 2,0.57
좌파 탈출 지능순,Gold 2,WIN,Vex,mid,5 , 3 , 6,3.67
좌파 탈출 지능순,Gold 2,WIN,Leblanc,mid,2 , 6 , 9,1.83
좌파 탈출 지능순,Gold 2,WIN,Leblanc,mid,15 , 8 , 5,2.50
좌파 탈출 지능순,Gold 2,WIN,Leblanc,mid,13 , 5 , 9,4.40
좌파 탈출 지능순,Gold 2,LOSS,Kaisa,adc,4 , 6 , 2,1.00
좌파 탈출 지능순,Gold 2,WIN,Ezreal,adc,9 , 3 , 11,6.67
맥스아빠,Unranked,LOSS,TwistedFate,mid,0 , 8 , 0,0.00
맥스아빠,Unranked,WIN,Nasus,top,6 , 5 , 7,2.60
맥스아빠,Unranked,LOSS,MasterYi,jungle,6 , 9 , 1,0.78
맥스아빠,Unranked,LOSS,Garen,top,9 , 13 , 7,1.23
맥스아빠,Unranked,LOSS,Warwick,jungle,3 , 6 , 0,0.50
맥스아빠,Unranked,LOSS,Pantheon,support,17 , 11 , 15,2.91
맥스아빠,Unranked,LOSS,Garen,jungle,3 , 13 , 9,0.92
맥스아빠,Unranked,LOSS,Janna,mid,0 , 13 , 27,2.08
맥스아빠,Unranked,LOSS,Yasuo,mid,0 , 5 , 2,0.40
맥스아빠,Unranked,RE,Tryndamere,mid,0 , 0 , 1,1.00
맥스아빠,Unranked,WIN,Riven,top,9 , 1 , 6 ,5.00
맥스아빠,Unranked,WIN,Jinx,adc,15 , 5 , 15,6.00
맥스아빠,Unranked,WIN,Irelia,top,10 , 3 , 4,4.67
맥스아빠,Unranked,LOSS,Lucian,adc,6 , 10 , 7,1.30
맥스아빠,Unranked,WIN,Irelia,top,4 , 0 , 3,7.00
맥스아빠,Unranked,LOSS,Talon,jungle,5 , 12 , 4,0.75
맥스아빠,Unranked,WIN,Corki,mid,20 , 4 , 14,8.50
맥스아빠,Unranked,WIN,Corki,adc,8 , 4 , 10,4.50
맥스아빠,Unranked,LOSS,Graves,top,14 , 16 , 12,1.63
맥스아빠,Unranked,LOSS,Jayce,top,4 , 9 , 3,0.78
맥스아빠,Unranked,LOSS,Yasuo,mid,5 , 4 , 2,1.75
맥스아빠,Unranked,LOSS,Ryze,mid,1 , 4 , 3,1.00
맥스아빠,Unranked,RE,Graves,top,0 , 0 , 0,0.00
맥스아빠,Unranked,LOSS,Yasuo,top,4 , 7 , 3,1.00
맥스아빠,Unranked,WIN,Graves,top,20 , 8 , 13,4.13
맥스아빠,Unranked,LOSS,Ryze,top,0 , 3 , 0,0.00
맥스아빠,Unranked,LOSS,Tristana,adc,2 , 3 , 4,2.00
맥스아빠,Unranked,LOSS,MasterYi,jungle,6 , 8 , 6,1.50
맥스아빠,Unranked,LOSS,Graves,jungle,5 , 4 , 1,1.50
맥스아빠,Unranked,LOSS,Graves,top,3 , 9 , 1,0.44
카이팅 연습중,Unranked,LOSS,Ashe,support,2 , 4 , 1,0.75
카이팅 연습중,Unranked,LOSS,Senna,adc,2 , 8 , 1,0.38
카이팅 연습중,Unranked,LOSS,Vayne,adc,13 , 9 , 7,2.22
카이팅 연습중,Unranked,LOSS,Sivir,adc,2 , 5 , 2,0.80
카이팅 연습중,Unranked,WIN,Xayah,adc,7 , 4 , 8,3.75
카이팅 연습중,Unranked,LOSS,KogMaw,top,0 , 4 , 0,0.00
카이팅 연습중,Unranked,LOSS,Tristana,adc,7 , 2 , 4,5.50
카이팅 연습중,Unranked,WIN,Xayah,adc,10 , 2 , 5,7.50
카이팅 연습중,Unranked,LOSS,Samira,adc,7 , 7 , 11,2.57
카이팅 연습중,Unranked,WIN,Ezreal,adc,2 , 1 , 0,2.00
카이팅 연습중,Unranked,WIN,Aphelios,adc,5 , 9 , 8,1.44
카이팅 연습중,Unranked,WIN,Vayne,jungle,5 , 0 , 2,7.00
카이팅 연습중,Unranked,WIN,Kaisa,adc,16 , 5 , 4,4.00
